INCIDENT_N,CDATE,CTIME,POLICE_DISTRICT,OFFENSE1,OFFENSE2,OFFENSE3,OFFENSE4,OFFENSE5,LOCATION
150240102,01/24/2015,02:43 PM,1,THEFT FROM BUILDING,,,,,310 W WISCONSIN AV
150240109,01/24/2015,03:23 PM,1,THEFT FROM BUILDING,,,,,789 N JEFFERSON ST
150240147,01/24/2015,07:59 PM,3,MOTOR VEHICLE THEFT,,,,,1719 W KILBOURN AV
150230047,01/23/2015,11:43 AM,3,THEFT FROM MOTOR VEHICLE,,,,,2414 W VLIET ST
150230050,01/23/2015,11:15 AM,3,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,2020 W STATE ST
150230087,01/23/2015,04:17 PM,3,ROBBERY,,,,,2112 W HIGHLAND AV
150230098,01/23/2015,08:30 PM,3,ROBBERY,BURGLARY/BREAKING AND ENTERING,,,,3133 W CLYBOURN ST #3
150230136,01/23/2015,09:27 PM,3,ROBBERY,,,,,2635 W KILBOURN AV
150240018,01/23/2015,08:17 PM,3,THEFT FROM COIN-OPPERATED MACHINES,,,,,950 N 20TH ST
150240033,01/23/2015,08:17 PM,3,BURGLARY/BREAKING AND ENTERING,,,,,950 N 20TH ST
150220006,01/22/2015,12:20 AM,3,SIMPLE ASSAULT,,,,,1229-B W MC KINLEY AV
150220038,01/22/2015,10:00 AM,3,BURGLARY/BREAKING AND ENTERING,,,,,3227 W WELLS ST
150220040,01/22/2015,11:30 AM,3,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,1525 N 24TH ST
150220048,01/22/2015,12:02 PM,3,SIMPLE ASSAULT,,,,,743 N 25TH ST #10
150220055,01/22/2015,01:21 PM,3,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,1300 N 12TH ST
150220068,01/22/2015,03:41 PM,1,THEFT FROM BUILDING,,,,,700 W STATE ST
150220082,01/22/2015,06:09 PM,3,THEFT FROM MOTOR VEHICLE,,,,,1301 N 12TH ST
150210070,01/21/2015,11:52 AM,1,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,161 W WISCONSIN AV
150210116,01/21/2015,03:53 PM,1,SIMPLE ASSAULT,,,,,1015 N 10TH ST
150210158,01/21/2015,09:19 PM,3,AGGRAVATED ASSAULT,,,,,602 N 29TH ST
150200015,01/20/2015,05:55 AM,1,AGGRAVATED ASSAULT,,,,,176 W WISCONSIN AV
150200018,01/20/2015,08:28 AM,3,THEFT FROM MOTOR VEHICLE,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,1451 N 14TH ST
150200023,01/20/2015,08:54 AM,1,SHOPLIFTING,,,,,331 W WISCONSIN AV
150200032,01/20/2015,09:42 AM,3,MOTOR VEHICLE THEFT,,,,,1450 N 34TH ST
150200056,01/20/2015,11:23 AM,3,ROBBERY,,,,,2537 W WISCONSIN AV
150200076,01/20/2015,12:06 PM,3,MOTOR VEHICLE THEFT,,,,,3300 W WISCONSIN AV
150200117,01/20/2015,04:44 PM,3,BURGLARY/BREAKING AND ENTERING,,,,,3110 W WELLS ST
150190033,01/19/2015,08:07 AM,1,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,270 E HIGHLAND AV
150190062,01/19/2015,12:15 PM,1,THEFT FROM BUILDING,,,,,1135 N WATER ST
150190069,01/19/2015,01:16 PM,1,ROBBERY,,,,,1015 N 10TH ST
150190070,01/19/2015,12:52 PM,3,BURGLARY/BREAKING AND ENTERING,,,,,224-B N 35TH ST
150190119,01/19/2015,05:00 PM,3,BURGLARY/BREAKING AND ENTERING,,,,,434 N 32ND ST
150190123,01/19/2015,05:58 PM,1,THEFT FROM MOTOR VEHICLE,,,,,1000 N WATER ST
150190128,01/19/2015,04:49 PM,3,AGGRAVATED ASSAULT,,,,,618 N 30TH ST #201
150190136,01/19/2015,05:51 PM,3,SIMPLE ASSAULT,,,,,520 N 20TH ST
150190166,01/19/2015,09:43 PM,3,MOTOR VEHICLE THEFT,,,,,1201 W HIGHLAND AV
150190169,01/19/2015,09:50 PM,3,AGGRAVATED ASSAULT,,,,,2104 W CHERRY ST
150190169,01/19/2015,09:50 PM,3,SIMPLE ASSAULT,,,,,2104 W CHERRY ST
150180005,01/18/2015,12:03 AM,3,SIMPLE ASSAULT,,,,,1145 N CALLAHAN PL #308
150180049,01/18/2015,08:43 AM,3,INTIMIDATION,,,,,2455 W WISCONSIN AV
150180103,01/18/2015,05:43 PM,3,SIMPLE ASSAULT,,,,,2725 W WISCONSIN AV
150180109,01/18/2015,07:25 PM,1,THEFT FROM BUILDING,,,,,1123 N WATER ST
150170009,01/17/2015,12:35 AM,3,ROBBERY,,,,,1120 N 25TH ST
150170018,01/17/2015,02:50 AM,1,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,1122 N EDISON ST
150170022,01/17/2015,02:37 AM,3,ROBBERY,BURGLARY/BREAKING AND ENTERING,,,,3417 W MT VERNON AV
150170056,01/17/2015,12:19 PM,1,ALL OTHER LARCENY,,,,,700 N 9TH ST
150170075,01/17/2015,04:26 PM,1,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,734 N BROADWAY
150170080,01/17/2015,04:40 PM,3,THEFT FROM MOTOR VEHICLE,,,,,2031 W WISCONSIN AV
150170083,01/17/2015,04:56 PM,1,THEFT FROM BUILDING,,,,,814 W WISCONSIN AV
150170090,01/17/2015,05:12 PM,1,THEFT FROM MOTOR VEHICLE,,,,,615 N 4TH ST
150170101,01/17/2015,07:02 PM,3,ROBBERY,,,,,1220 N 35TH ST
150170115,01/17/2015,09:15 PM,1,THEFT FROM MOTOR VEHICLE,,,,,723 N 6TH ST
150170118,01/17/2015,08:59 PM,3,INTIMIDATION,,,,,1565 N 20TH ST
150170128,01/17/2015,11:04 PM,1,THEFT FROM MOTOR VEHICLE,,,,,400 W KILBOURN AV
150160041,01/16/2015,10:16 AM,3,THEFT FROM MOTOR VEHICLE,,,,,1500 W KILBOURN AV
150160043,01/16/2015,09:37 AM,3,SIMPLE ASSAULT,,,,,2408 W HIGHLAND AV
150160060,01/16/2015,12:24 PM,1,BURGLARY/BREAKING AND ENTERING,,,,,916 E STATE ST
150160084,01/16/2015,03:06 PM,1,INTIMIDATION,,,,,949 N 9TH ST
150160094,01/16/2015,04:30 PM,1,THEFT FROM MOTOR VEHICLE,,,,,724 N 2ND ST
150160115,01/16/2015,03:24 PM,3,BURGLARY/BREAKING AND ENTERING,,,,,3323 W MT VERNON AV
150150020,01/15/2015,06:32 AM,3,MOTOR VEHICLE THEFT,,,,,1436 N 30TH ST
150150069,01/15/2015,09:33 AM,3,THEFT FROM COIN-OPPERATED MACHINES,,,,,3401 W KILBOURN AV
150150082,01/15/2015,04:14 PM,3,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,1526 N 24TH ST
150150108,01/15/2015,03:09 PM,3,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,3131 W WELLS ST #4
150150114,01/15/2015,03:09 PM,3,BURGLARY/BREAKING AND ENTERING,,,,,3131 W WELLS ST
150150116,01/15/2015,03:04 PM,3,FORCIBLE FONDLING,,,,,
150150122,01/15/2015,08:13 PM,3,MOTOR VEHICLE THEFT,,,,,819 N 21ST ST
150140040,01/14/2015,09:51 AM,3,AGGRAVATED ASSAULT,,,,,1145 N CALLAHAN PL #310
150140044,01/14/2015,10:08 AM,3,MOTOR VEHICLE THEFT,,,,,1254 N 35TH ST
150140057,01/14/2015,12:04 PM,3,POCKET PICKING,,,,,2221 W WISCONSIN AV
150140060,01/14/2015,12:54 PM,3,MOTOR VEHICLE THEFT,,,,,3115 W MC KINLEY BL
150140082,01/14/2015,02:23 PM,3,SIMPLE ASSAULT,,,,,1110 N 17TH ST #214
150140118,01/14/2015,02:53 PM,3,THEFT FROM MOTOR VEHICLE,,,,,2803 W KILBOURN AV
150140123,01/14/2015,07:50 PM,1,THEFT FROM MOTOR VEHICLE,,,,,518 N WATER ST
150130024,01/13/2015,07:56 AM,3,SIMPLE ASSAULT,,,,,843 N 24TH ST #103
150130036,01/13/2015,10:07 AM,3,MOTOR VEHICLE THEFT,,,,,1025 N 24TH ST
150130038,01/13/2015,09:11 AM,1,MOTOR VEHICLE THEFT,,,,,1040 N CASS ST
150130040,01/13/2015,08:25 AM,3,THEFT FROM MOTOR VEHICLE,,,,,3220 W VLIET ST
150130054,01/13/2015,12:31 PM,3,THEFT FROM MOTOR VEHICLE,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,204 N 33RD ST
150130055,01/13/2015,10:51 AM,3,THEFT FROM BUILDING,,,,,631 N 19TH ST
150130056,01/13/2015,12:37 PM,3,THEFT FROM MOTOR VEHICLE,,,,,2400 W KILBOURN AV
150130066,01/13/2015,01:05 PM,1,THEFT FROM MOTOR VEHICLE,,,,,1151 N 7TH ST
150130095,01/13/2015,05:16 PM,3,THEFT FROM BUILDING,,,,,2401 W WISCONSIN AV
150130115,01/13/2015,04:22 PM,3,THEFT FROM BUILDING,,,,,2810 W KILBOURN AV #9
150130120,01/13/2015,08:40 PM,1,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,929 N WATER ST
150130130,01/13/2015,10:06 PM,1,THEFT FROM MOTOR VEHICLE,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,555 W MICHIGAN ST
150120035,01/12/2015,09:44 AM,3,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,1407 N 22ND ST
150120037,01/12/2015,10:01 AM,3,THEFT FROM MOTOR VEHICLE,,,,,2850 W HIGHLAND BL
150120039,01/12/2015,10:11 AM,3,THEFT FROM BUILDING,,,,,1820 W WELLS ST
150120041,01/12/2015,08:22 AM,3,SEXUAL ASSAULT WITH AN OBJECT,,,,,
150120084,01/12/2015,10:21 AM,3,THEFT FROM MOTOR VEHICLE,,,,,3030 W MICHIGAN ST #106
150120090,01/12/2015,02:37 PM,3,THEFT FROM MOTOR VEHICLE,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,3006 W HIGHLAND BL
150120114,01/12/2015,05:26 PM,3,BURGLARY/BREAKING AND ENTERING,,,,,808 N 24TH ST #203
150120152,01/12/2015,10:09 PM,1,THEFT FROM BUILDING,,,,,101 W WISCONSIN AV
150110013,01/11/2015,04:25 AM,1,ALL OTHER LARCENY,,,,,217 E MICHIGAN ST
150110080,01/11/2015,04:57 PM,3,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,2522 W WELLS ST #108
150110081,01/11/2015,06:17 PM,1,THEFT FROM MOTOR VEHICLE,,,,,1750 N LINCOLN MEMORIAL DR
150110083,01/11/2015,05:23 PM,3,AGGRAVATED ASSAULT,,,,,3024 W MT VERNON AV
150110096,01/11/2015,08:31 PM,3,THEFT FROM BUILDING,,,,,845 N 22ND ST
150110100,01/11/2015,06:17 PM,3,FORCIBLE FONDLING,,,,,
150110112,01/11/2015,10:09 PM,1,THEFT FROM MOTOR VEHICLE,,,,,231 W WISCONSIN AV
150110114,01/11/2015,10:05 PM,3,AGGRAVATED ASSAULT,,,,,3306 W MC KINLEY BL
150100008,01/10/2015,12:40 AM,3,SIMPLE ASSAULT,,,,,1109 N 18TH ST #908
150100009,01/10/2015,12:59 AM,3,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,2460 W KILBOURN AV #2
150100011,01/10/2015,02:38 AM,1,THEFT FROM BUILDING,,,,,1007 N OLD WORLD THIRD ST
150100017,01/10/2015,03:07 AM,1,POCKET PICKING,,,,,1009 N OLD WORLD THIRD ST
150100032,01/10/2015,10:56 AM,1,THEFT FROM MOTOR VEHICLE,,,,,1030 N 6TH ST
150100062,01/10/2015,05:18 PM,3,AGGRAVATED ASSAULT,,,,,2422 W HIGHLAND AV
150100062,01/10/2015,05:18 PM,3,ROBBERY,,,,,2422 W HIGHLAND AV
150100066,01/10/2015,04:51 PM,3,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,1925 W CHERRY ST
150100092,01/10/2015,09:38 PM,3,FORCIBLE SODOMY,,,,,
150090056,01/09/2015,01:23 PM,3,ROBBERY,,,,,2724 W KILBOURN AV
150090062,01/09/2015,03:20 PM,1,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,823 N 2ND ST
150090071,01/09/2015,05:15 PM,1,THEFT FROM BUILDING,,,,,809 N BROADWAY
150090087,01/09/2015,07:10 PM,3,ROBBERY,,,,,765 N 28TH ST
150090116,01/09/2015,10:52 PM,3,SIMPLE ASSAULT,,,,,2106 W CHERRY ST
143520033,01/08/2015,10:38 AM,3,THEFT FROM BUILDING,,,,,2809 W HIGHLAND BL #104
150080012,01/08/2015,04:37 AM,3,SIMPLE ASSAULT,,,,,2314 W WELLS ST
150080015,01/08/2015,09:10 AM,1,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,1037 N ASTOR ST
150080049,01/08/2015,04:20 PM,3,SHOPLIFTING,,,,,1600 W WISCONSIN AV
150080059,01/08/2015,06:48 PM,3,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,1134 N 20TH ST
150080069,01/08/2015,08:02 PM,3,THEFT FROM BUILDING,,,,,2100 W WELLS ST
150080089,01/08/2015,09:58 PM,1,ROBBERY,,,,,807 E JUNEAU AV
150080090,01/08/2015,10:35 PM,1,THEFT FROM MOTOR VEHICLE,,,,,158 N BROADWAY
150070025,01/07/2015,09:07 AM,3,ALL OTHER LARCENY,,,,,2520 W WISCONSIN AV
150070042,01/07/2015,11:11 AM,3,BURGLARY/BREAKING AND ENTERING,,,,,2840 W VLIET ST
150070059,01/07/2015,02:20 PM,1,THEFT FROM MOTOR VEHICLE,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,1030 N MARSHALL ST
150070066,01/07/2015,02:32 PM,1,THEFT FROM BUILDING,,,,,124 W WISCONSIN AV
150070068,01/07/2015,02:46 PM,1,THEFT FROM BUILDING,,,,,700 W STATE ST
150060007,01/06/2015,02:34 AM,1,SIMPLE ASSAULT,,,,,125 E WELLS ST #207
150060008,01/06/2015,01:51 AM,3,AGGRAVATED ASSAULT,,,,,1818 W JUNEAU AV #408
150060025,01/06/2015,09:11 AM,3,AGGRAVATED ASSAULT,,,,,326 N 30TH ST
150060038,01/06/2015,09:11 AM,3,THEFT FROM BUILDING,,,,,326 N 30TH ST
150060039,01/06/2015,10:47 AM,1,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,802 N 9TH ST
150060042,01/06/2015,11:49 AM,1,THEFT FROM BUILDING,,,,,400 N WATER ST
150060070,01/06/2015,04:36 PM,3,MOTOR VEHICLE THEFT,,,,,2040 W WISCONSIN AV
150060107,01/06/2015,07:59 PM,1,THEFT FROM MOTOR VEHICLE,,,,,812 N JACKSON ST
150060123,01/06/2015,08:39 PM,3,FORCIBLE RAPE,KIDNAPING,,,,
150060136,01/06/2015,11:20 PM,1,THEFT FROM MOTOR VEHICLE,,,,,1034 N EDISON ST
150050014,01/05/2015,02:40 AM,3,AGGRAVATED ASSAULT,,,,,531-A N 34TH ST
150050036,01/05/2015,11:07 AM,1,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,224 E CHICAGO ST
150050045,01/05/2015,12:23 PM,3,THEFT FROM MOTOR VEHICLE,,,,,1913 W CHERRY ST
150050047,01/05/2015,12:26 PM,1,THEFT FROM BUILDING,,,,,777 E WISCONSIN AV
150050065,01/05/2015,02:43 PM,1,THEFT FROM BUILDING,,,,,1111 N WATER ST
150050066,01/05/2015,02:44 PM,1,INTIMIDATION,,,,,949 N 9TH ST
150040062,01/04/2015,03:09 PM,3,THEFT FROM MOTOR VEHICLE,,,,,1913 W CHERRY ST
150040084,01/04/2015,06:25 PM,3,ROBBERY,,,,,2455 W WISCONSIN AV
150040099,01/04/2015,08:14 PM,3,BURGLARY/BREAKING AND ENTERING,,,,,836 N 20TH ST
150040107,01/04/2015,10:24 PM,3,THEFT FROM BUILDING,,,,,2000 W WISCONSIN AV
150030023,01/03/2015,03:22 AM,3,AGGRAVATED ASSAULT,,,,,3208 W MC KINLEY BL #UPPR
150030062,01/03/2015,01:42 PM,1,SHOPLIFTING,,,,,114 W WISCONSIN AV
150030065,01/03/2015,01:58 PM,1,THEFT FROM BUILDING,,,,,789 N JEFFERSON ST
150030083,01/03/2015,05:02 PM,1,THEFT FROM BUILDING,,,,,207 E BUFFALO ST
150030086,01/03/2015,05:26 PM,3,MOTOR VEHICLE THEFT,,,,,1226 N 25TH ST
150030096,01/03/2015,02:25 PM,3,AGGRAVATED ASSAULT,,,,,1150 N CALLAHAN PL
150020005,01/02/2015,12:31 AM,3,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,1127 N 18TH ST
150020006,01/02/2015,12:11 AM,3,SIMPLE ASSAULT,TRESPASSING,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,2460 W KILBOURN AV
150020006,01/02/2015,12:11 AM,3,SIMPLE ASSAULT,,,,,2460 W KILBOURN AV
150020028,01/02/2015,07:16 AM,3,ROBBERY,,,,,1215 W STATE ST
150020050,01/02/2015,09:34 AM,1,THEFT FROM BUILDING,,,,,225 N WATER ST
150020070,01/02/2015,09:37 AM,3,ALL OTHER LARCENY,,,,,1434 W STATE ST
150020071,01/02/2015,12:26 PM,3,SHOPLIFTING,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,DISORDERLY CONDUCT,,,1530 W STATE ST
150020084,01/02/2015,02:05 PM,3,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,1400 W HIGHLAND AV
150020108,01/02/2015,04:45 PM,3,AGGRAVATED ASSAULT,,,,,2900 W HIGHLAND BL #117
150020115,01/02/2015,03:50 PM,3,THEFT FROM BUILDING,,,,,2715 W STATE ST
150020144,01/02/2015,08:10 PM,1,SIMPLE ASSAULT,,,,,951 N JAMES LOVELL ST
150020145,01/02/2015,08:45 PM,1,THEFT FROM MOTOR VEHICLE,,,,,1074 W JUNEAU AV
143650004,01/01/2015,07:30 PM,1,SIMPLE ASSAULT,,,,,1131 N WATER ST
150010012,01/01/2015,01:02 AM,1,POCKET PICKING,,,,,125 E JUNEAU AV
150010042,01/01/2015,04:05 AM,1,THEFT FROM BUILDING,,,,,1033 N OLD WORLD THIRD ST
150010046,01/01/2015,01:50 AM,1,BURGLARY/BREAKING AND ENTERING,,,,,916 E STATE ST #505
150010050,01/01/2015,05:23 AM,3,AGGRAVATED ASSAULT,,,,,1110 N 17TH ST
150010058,01/01/2015,08:35 AM,1,MOTOR VEHICLE THEFT,,,,,1110 N OLD WORLD THIRD ST
150010073,01/01/2015,09:51 AM,1,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,750 N LINCOLN MEMORIAL DR
150010075,01/01/2015,08:18 AM,1,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,300 N VAN BUREN ST
150010104,01/01/2015,02:42 PM,1,BURGLARY/BREAKING AND ENTERING,,,,,300 W MICHIGAN ST #203
150010139,01/01/2015,07:27 PM,3,THEFT FROM BUILDING,,,,,946 N 18TH ST
150020010,01/01/2015,09:58 PM,3,THEFT FROM BUILDING,,,,,609 N 31ST ST #103
150020124,01/01/2015,04:18 PM,3,SIMPLE ASSAULT,,,,,2830 W WISCONSIN AV
,,,,,,,,,
Total Records: 231,,,,,,,,,
Aldermanic District: 4,,,,,,,,,
