Incident Number;Date;Time;Police District;Offense 1;Offense 2;Offense 3;Offense 4;Location
062080061;07/27/2006;09:26 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;5544 N 41ST ST
062080073;07/27/2006;10:49 AM;7.0;ALL OTHER LARCENY;;;;2700 W CAPITOL DR
062080081;07/27/2006;11:01 AM;7.0;SHOPLIFTING;;;;3709 W VILLARD AV
062080084;07/27/2006;10:02 AM;7.0;ROBBERY;;;;5215 W VILLARD AV
062080088;07/27/2006;11:06 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;2103 W COLFAX PL
062080106;07/27/2006;01:55 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;4300 W FAIRMOUNT AV
062080174;07/27/2006;07:09 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;4526 W EGGERT PL
062080217;07/27/2006;10:41 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;2700 W CAPITOL DR
062080223;07/27/2006;10:23 PM;7.0;AGGRAVATED ASSAULT;;;;5001 W FAIRMOUNT AV
062080228;07/27/2006;10:27 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;6165 N 38TH ST
062090002;07/27/2006;10:45 PM;7.0;AGGRAVATED ASSAULT;;;;4905 N GREEN BAY AV
062070024;07/26/2006;01:57 AM;4.0;THEFT FROM MOTOR VEHICLE;;;;3030 W VILLARD AV
062070028;07/26/2006;02:17 AM;4.0;ALL OTHER LARCENY;;;;3802 W VILLARD AV #3
062070042;07/26/2006;05:33 AM;7.0;SIMPLE ASSAULT;LIQUOR LAW VIOLATIONS;;;5066 N 38TH ST
062070087;07/26/2006;08:20 AM;4.0;THEFT FROM MOTOR VEHICLE;;;;6933 N TEUTONIA AV #4
062070089;07/26/2006;08:19 AM;4.0;ALL OTHER LARCENY;;;;3514 W GOOD HOPE RD
062070113;07/26/2006;09:53 AM;4.0;MOTOR VEHICLE THEFT;;;;4240 W SILVER SPRING DR
062070153;07/26/2006;12:56 PM;7.0;ALL OTHER LARCENY;;;;1500 W CORNELL ST
062070178;07/26/2006;01:18 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;4403 N 29TH ST
062070182;07/26/2006;03:59 PM;7.0;SIMPLE ASSAULT;;;;5104 N 47TH ST
062070217;07/26/2006;06:49 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;5329 N TEUTONIA AV
062070237;07/26/2006;06:38 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;5221 W VILLARD AV #1
062070259;07/26/2006;09:14 PM;7.0;AGGRAVATED ASSAULT;;;;4658 N 30TH ST
062070264;07/26/2006;07:16 PM;4.0;AGGRAVATED ASSAULT;;;;7007 N 42ND ST #D
062070268;07/26/2006;10:44 PM;7.0;ALL OTHER LARCENY;;;;1960 W ATKINSON AV
062070280;07/26/2006;11:28 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;5936 N SHERMAN BL #APT1
062080006;07/26/2006;10:16 PM;4.0;AGGRAVATED ASSAULT;;;;3900 W ROHR AV
062080017;07/26/2006;11:22 PM;7.0;ROBBERY;ALL OTHER OFFENSES;;;1978 W CONGRESS ST
062060027;07/25/2006;02:12 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;DISORDERLY CONDUCT;;;6875 N DARIEN ST
062060030;07/25/2006;12:01 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;;4630 W MILL RD
062060033;07/25/2006;04:24 AM;7.0;AGGRAVATED ASSAULT;;;;4841 N 39TH ST
062060037;07/25/2006;05:46 AM;4.0;MOTOR VEHICLE THEFT;;;;6113 N 36TH ST
062060053;07/25/2006;08:12 AM;7.0;MOTOR VEHICLE THEFT;;;;2002 W CAPITOL DR
062060072;07/25/2006;10:11 AM;7.0;THEFT FROM MOTOR VEHICLE;;;;5160 N 51ST BL
062060075;07/25/2006;09:49 AM;7.0;SIMPLE ASSAULT;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4346 N TEUTONIA AV
062060093;07/25/2006;10:58 AM;7.0;THEFT FROM MOTOR VEHICLE;;;;1960 W ATKINSON AV
062060126;07/25/2006;11:40 AM;4.0;MOTOR VEHICLE THEFT;;;;4225 W GOOD HOPE RD
062060159;07/25/2006;03:32 PM;7.0;ALL OTHER LARCENY;;;;2328 W CAPITOL DR
062060169;07/25/2006;01:45 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;ALL OTHER LARCENY;;;4025 W MILL RD
062060214;07/25/2006;04:13 PM;7.0;AGGRAVATED ASSAULT;;;;4042 N 19TH PL
062060216;07/25/2006;06:08 PM;7.0;THEFT FROM MOTOR VEHICLE;;;;1900 W CORNELL ST
062060218;07/25/2006;05:24 PM;7.0;MOTOR VEHICLE THEFT;;;;4143 N 24TH PL
062060252;07/25/2006;07:22 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;5127 N 22ND ST
062070012;07/25/2006;09:38 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;6095 N SHERMAN BL
062070022;07/25/2006;11:46 PM;7.0;AGGRAVATED ASSAULT;;;;4926 N 47TH ST
062050037;07/24/2006;06:38 AM;4.0;ROBBERY;;;;5232 N TEUTONIA AV
062050087;07/24/2006;04:27 PM;7.0;ROBBERY;;;;4957 N TEUTONIA AV
062050089;07/24/2006;09:48 AM;4.0;ALL OTHER LARCENY;;;;7171 N TEUTONIA AV
062050099;07/24/2006;12:26 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;4632 N 28TH ST
062050101;07/24/2006;10:45 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;;4822 N 24TH PL
062050120;07/24/2006;01:06 PM;7.0;MOTOR VEHICLE THEFT;;;;5023 N 23RD ST
062050140;07/24/2006;03:40 PM;7.0;MOTOR VEHICLE THEFT;;;;4903 N 18TH ST
062050178;07/24/2006;05:45 PM;7.0;MOTOR VEHICLE THEFT;;;;4800 W HAMPTON AV #APT1
062050199;07/24/2006;08:18 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4872 N 40TH ST
062050222;07/24/2006;10:26 PM;7.0;AGGRAVATED ASSAULT;;;;2041 W ATKINSON AV
062050223;07/24/2006;10:04 PM;7.0;SIMPLE ASSAULT;;;;4187 N 16TH ST
062040017;07/23/2006;01:43 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4020 W HEMLOCK ST
062040040;07/23/2006;12:38 AM;7.0;ROBBERY;;;;4405 N 27TH ST
062040045;07/23/2006;02:04 AM;4.0;MOTOR VEHICLE THEFT;;;;3812 W VILLARD AV
062040050;07/23/2006;03:46 AM;4.0;ROBBERY;;;;6001 N TEUTONIA AV
062040054;07/23/2006;06:27 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4837 N TEUTONIA AV
062040056;07/23/2006;06:37 AM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4211 N 14TH ST
062040060;07/23/2006;08:53 AM;4.0;THEFT FROM MOTOR VEHICLE;;;;3202 W THURSTON AV
062040075;07/23/2006;11:06 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;2021 W SILVER SPRING DR
062040078;07/23/2006;09:36 AM;4.0;ALL OTHER LARCENY;;;;6027 N 38TH ST
062040080;07/23/2006;10:48 AM;7.0;ALL OTHER LARCENY;;;;3501 W VILLARD AV
062040101;07/23/2006;01:12 PM;7.0;SHOPLIFTING;;;;2012 W CAPITOL DR
062040110;07/23/2006;02:33 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;4522 N 30TH ST
062040163;07/23/2006;04:24 PM;5.0;AGGRAVATED ASSAULT;;;;1432 W CAPITOL DR
062040181;07/23/2006;07:56 PM;7.0;ALL OTHER LARCENY;;;;4816 N 51ST BL
062050001;07/23/2006;11:09 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;5540 N 42ND ST
062030025;07/22/2006;03:53 AM;4.0;MOTOR VEHICLE THEFT;;;;6010 N 35TH ST #205
062030025;07/22/2006;03:53 AM;4.0;ROBBERY;;;;6010 N 35TH ST #205
062030045;07/22/2006;08:14 AM;4.0;ALL OTHER LARCENY;;;;6118 N 38TH ST
062030071;07/22/2006;10:19 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;DISORDERLY CONDUCT;;;5279 N 33RD ST
062030075;07/22/2006;09:40 AM;7.0;SIMPLE ASSAULT;;;;4539 N 30TH ST #3
062030080;07/22/2006;11:27 AM;4.0;THEFT FROM MOTOR VEHICLE;;;;5245 N 37TH ST
062030091;07/22/2006;10:59 AM;4.0;MOTOR VEHICLE THEFT;;;;3310 W SILVER SPRING DR
062030097;07/22/2006;01:12 PM;4.0;SIMPLE ASSAULT;;;;5853 N 37TH ST
062030103;07/22/2006;02:17 PM;4.0;ALL OTHER LARCENY;;;;6974 N 43RD ST
062030140;07/22/2006;04:57 PM;7.0;THEFT FROM BUILDING;;;;4850 N 19TH PL
062030152;07/22/2006;07:22 PM;7.0;MOTOR VEHICLE THEFT;;;;4238 N 19TH ST
062030160;07/22/2006;09:59 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3937 W GOOD HOPE RD
062030167;07/22/2006;10:23 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;7073 N 41ST ST
062030167;07/22/2006;10:23 PM;4.0;THEFT FROM MOTOR VEHICLE;;;;7073 N 41ST ST
062040001;07/22/2006;10:56 PM;4.0;PURSE SNATCHING;;;;5219 N 31ST ST
062040013;07/22/2006;11:20 PM;4.0;MOTOR VEHICLE THEFT;;;;3918 W CLINTON AV
062040055;07/22/2006;11:20 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3918 W CLINTON AV
062020019;07/21/2006;12:54 AM;4.0;MOTOR VEHICLE THEFT;;;;7163 N 42ND ST
062020023;07/21/2006;02:23 AM;7.0;MOTOR VEHICLE THEFT;;;;4948 N SHERMAN BL
062020026;07/21/2006;02:00 AM;7.0;AGGRAVATED ASSAULT;;;;4933 N 50TH ST
062020079;07/21/2006;10:22 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;4105 W KIEHNAU AV
062020099;07/21/2006;11:31 AM;7.0;THEFT FROM MOTOR VEHICLE;;;;4600 N 28TH ST
062020101;07/21/2006;11:44 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;7289 N TEUTONIA AV
062020106;07/21/2006;11:25 AM;4.0;MOTOR VEHICLE THEFT;;;;5028 N SHERMAN BLVD
062020121;07/21/2006;01:20 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;5058 N 23RD ST
062020165;07/21/2006;02:27 PM;7.0;THEFT FROM MOTOR VEHICLE;;;;4290 N TEUTONIA AV
062020186;07/21/2006;03:56 PM;5.0;AGGRAVATED ASSAULT;;;;4340 N 15TH ST
062020227;07/21/2006;02:30 AM;7.0;ROBBERY;;;;2218 W CAPITOL DR
062020233;07/21/2006;08:13 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;5536 N 31ST ST #3
062030003;07/21/2006;11:59 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4844 N 20TH ST
062030046;07/21/2006;08:24 AM;7.0;ROBBERY;;;;3000 W CAPITOL DR
062010005;07/20/2006;12:05 AM;7.0;SIMPLE ASSAULT;;;;2027 W ATKINSON AV #204
062010015;07/20/2006;12:29 AM;7.0;AGGRAVATED ASSAULT;;;;4915 N 50TH ST
062010044;07/20/2006;04:01 AM;7.0;ROBBERY;;;;4811 N TEUTONIA AV
062010081;07/20/2006;09:44 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;1825 W HAMPTON AV
062010152;07/20/2006;11:05 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;;4114 N 25TH ST
062010157;07/20/2006;03:24 PM;7.0;THEFT FROM MOTOR VEHICLE;;;;5053 N 37TH ST
062010161;07/20/2006;02:32 PM;7.0;ALL OTHER LARCENY;;;;2012 W CAPITOL DR
062010175;07/20/2006;01:00 PM;4.0;ALL OTHER LARCENY;;;;6090 N 35TH ST
062010198;07/20/2006;06:23 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3900 W HEMLOCK ST
062010220;07/20/2006;06:44 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;6403 N 49TH ST
062000017;07/19/2006;01:33 AM;7.0;SIMPLE ASSAULT;;;;4851 N 39TH ST
062000029;07/19/2006;02:55 AM;7.0;SIMPLE ASSAULT;LIQUOR LAW VIOLATIONS;;;4657 N 19TH PL
062000041;07/19/2006;05:49 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;;4331 W FAIRMOUNT AV
062000043;07/19/2006;07:38 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4870 N TEUTONIA AV
062000059;07/19/2006;08:57 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;5016 W FAIRMOUNT AV
062000066;07/19/2006;09:35 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;3707 W GOOD HOPE RD
062000070;07/19/2006;09:30 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;6859 N 43RD ST
062000077;07/19/2006;09:38 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;4074 N TEUTONIA AV
062000099;07/19/2006;11:00 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;1964 W CONGRESS ST
062000111;07/19/2006;12:12 PM;4.0;MOTOR VEHICLE THEFT;;;;5556 N 39TH ST
062000112;07/19/2006;11:20 AM;4.0;SIMPLE ASSAULT;;;;3117 W THURSTON AV
062000135;07/19/2006;02:43 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;4060 N 14TH ST
062000182;07/19/2006;05:07 PM;4.0;SIMPLE ASSAULT;;;;5351 N 39TH ST
062000190;07/19/2006;04:38 PM;4.0;MOTOR VEHICLE THEFT;;;;6000 N TEUTONIA AV
062000209;07/19/2006;07:54 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4823 N 51ST BL
062000224;07/19/2006;07:31 PM;4.0;DISORDERLY CONDUCT;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;SIMPLE ASSAULT;;6872 N DARIEN ST
062000234;07/19/2006;05:02 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;5039 N 28TH ST
062000240;07/19/2006;09:40 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;6862 N 42ND ST
062000246;07/19/2006;03:02 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;5559 N 36TH ST
062000247;07/19/2006;10:01 PM;7.0;SIMPLE ASSAULT;;;;5178 N 39TH ST
062000251;07/19/2006;10:45 PM;7.0;THEFT FROM MOTOR VEHICLE;;;;5048 N 35TH ST
062010028;07/19/2006;11:40 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;5540 N 27TH ST #3
061990018;07/18/2006;05:33 AM;4.0;SIMPLE ASSAULT;;;;5541 N TEUTONIA AV
061990025;07/18/2006;10:30 AM;7.0;ARSON;;;;4405 N 27TH ST
061990039;07/18/2006;05:33 AM;4.0;MOTOR VEHICLE THEFT;;;;5532 N 40TH ST
061990054;07/18/2006;06:24 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;;2601 W HAMPTON AV
061990071;07/18/2006;09:09 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4129 W VILLARD AV
061990092;07/18/2006;09:23 AM;4.0;THEFT FROM BUILDING;;;;3525 W KIEHNAU AV
061990096;07/18/2006;11:06 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;3707 W GOOD HOPE RD #20
061990118;07/18/2006;10:57 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;;5041-A N 39TH ST
061990119;07/18/2006;12:37 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;6859 N 43RD ST
061990126;07/18/2006;01:13 PM;4.0;MOTOR VEHICLE THEFT;;;;5835 N 34TH ST
061990127;07/18/2006;10:13 AM;4.0;ALL OTHER LARCENY;;;;4330 W GREEN TREE RD
061990181;07/18/2006;05:35 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4667 N 19TH PL
061990193;07/18/2006;06:22 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;6837 N 41ST ST
061980018;07/17/2006;01:29 AM;7.0;SIMPLE ASSAULT;;;;4110 N 27TH ST
061980027;07/17/2006;04:48 AM;7.0;SIMPLE ASSAULT;;;;4678 N 19TH ST
061980067;07/17/2006;09:20 AM;7.0;ALL OTHER LARCENY;;;;4920 N 32ND ST
061980077;07/17/2006;10:17 AM;4.0;SIMPLE ASSAULT;;;;5862 N 32ND ST
061980091;07/17/2006;12:16 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;6945 N TEUTONIA AV
061980106;07/17/2006;12:34 PM;5.0;AGGRAVATED ASSAULT;;;;4168 N 21ST ST
061980112;07/17/2006;02:07 PM;7.0;ALL OTHER LARCENY;;;;2200 W CORNELL ST
061980142;07/17/2006;04:30 PM;4.0;ALL OTHER LARCENY;;;;5308 N 29TH ST #1
061980144;07/17/2006;03:37 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;6400 N 43RD ST
061980163;07/17/2006;05:48 PM;4.0;SIMPLE ASSAULT;;;;7112 N 42ND ST
061980172;07/17/2006;04:06 PM;7.0;ROBBERY;;;;2012 W CAPITOL DR
061980204;07/17/2006;07:56 PM;4.0;ALL OTHER LARCENY;SIMPLE ASSAULT;;;3500 W THURSTON AV
061980232;07/17/2006;10:40 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;4360 N 28TH ST
061970022;07/16/2006;01:41 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4867 N 48TH ST
061970023;07/16/2006;01:41 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4867 N 48TH ST
061970047;07/16/2006;12:10 AM;7.0;AGGRAVATED ASSAULT;;;;5041 N 39TH ST
061970075;07/16/2006;08:44 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;4921 N 42ND ST #A
061970080;07/16/2006;08:00 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;2414 W HAMPTON AV
061970099;07/16/2006;11:21 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;4885 N 25TH ST
061970105;07/16/2006;11:49 AM;7.0;THEFT FROM MOTOR VEHICLE;;;;4322 N 30TH ST
061970142;07/16/2006;01:38 PM;7.0;MOTOR VEHICLE THEFT;;;;3500 W MOTHER DANIELS WA
061970151;07/16/2006;01:01 PM;7.0;MOTOR VEHICLE THEFT;;;;4101 W FAIRMOUNT AV
061970152;07/16/2006;02:56 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;2328 W CAPITOL DR
061970166;07/16/2006;09:46 AM;7.0;MOTOR VEHICLE THEFT;;;;4230 N 17TH ST
061970180;07/16/2006;11:01 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;1951 W HAMPTON AV
061970184;07/16/2006;01:14 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;ALL OTHER OFFENSES;;;6028 N 35TH ST #308
061970196;07/16/2006;05:20 PM;7.0;THEFT FROM MOTOR VEHICLE;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;2906 W CAMERON AV
061970222;07/16/2006;08:56 PM;4.0;SIMPLE ASSAULT;;;;5409 N 40TH ST
061980226;07/16/2006;01:59 AM;7.0;SIMPLE ASSAULT;;;;5016 N 47TH ST
061960026;07/15/2006;04:13 AM;5.0;MOTOR VEHICLE THEFT;;;;4136 N GREEN BAY AV
061960084;07/15/2006;11:21 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;3125 W MILL RD
