GEO.id,GEO.id2,GEO.display-label,HD01_S01,HD02_S01,HD01_S02,HD02_S02,HD01_S03,HD02_S03,HD01_S04,HD02_S04,HD01_S05,HD02_S05,HD01_S06,HD02_S06,HD01_S07,HD02_S07,HD01_S08,HD02_S08,HD01_S09,HD02_S09,HD01_S10,HD02_S10,HD01_S18,HD02_S18,HD01_S23,HD02_S23,HD01_S24,HD02_S24,HD01_S25,HD02_S25,HD01_S26,HD02_S26,HD01_S27,HD02_S27,HD01_S28,HD02_S28,HD01_S29,HD02_S29,HD01_S30,HD02_S30,HD01_S31,HD02_S31,HD01_S32,HD02_S32,HD01_S33,HD02_S33,HD01_S34,HD02_S34,HD01_S35,HD02_S35,HD01_S36,HD02_S36,HD01_S37,HD02_S37,HD01_S38,HD02_S38,HD01_S39,HD02_S39,HD01_S40,HD02_S40,HD01_S41,HD02_S41,HD01_S42,HD02_S42
1400000US55079018200,55079018200,"Census Tract 182, Milwaukee County, Wisconsin",1608,100.0,1570,97.6,1507,93.7,23,1.4,3,0.2,3,0.2,0,0.0,0,0.0,0,0.0,14,0.9,1,0.1,22,1.4,38,2.4,7,0.4,31,1.9,0,0.0,0,0.0,1608,100.0,93,5.8,49,3.0,22,1.4,2,0.1,20,1.2,1515,94.2,1608,100.0,1570,97.6,82,5.1,1488,92.5,38,2.4,11,0.7,27,1.7
1400000US55079018300,55079018300,"Census Tract 183, Milwaukee County, Wisconsin",2344,100.0,2257,96.3,2040,87.0,61,2.6,39,1.7,26,1.1,0,0.0,0,0.0,13,0.6,19,0.8,3,0.1,95,4.1,87,3.7,8,0.3,74,3.2,1,0.0,4,0.2,2344,100.0,251,10.7,162,6.9,63,2.7,0,0.0,26,1.1,2093,89.3,2344,100.0,2257,96.3,235,10.0,2022,86.3,87,3.7,16,0.7,71,3.0
1400000US55079018400,55079018400,"Census Tract 184, Milwaukee County, Wisconsin",1404,100.0,1353,96.4,1229,87.5,34,2.4,9,0.6,7,0.5,0,0.0,0,0.0,2,0.1,7,0.5,0,0.0,74,5.3,51,3.6,6,0.4,44,3.1,0,0.0,1,0.1,1404,100.0,218,15.5,168,12.0,33,2.4,3,0.2,14,1.0,1186,84.5,1404,100.0,1353,96.4,206,14.7,1147,81.7,51,3.6,12,0.9,39,2.8
1400000US55079018500,55079018500,"Census Tract 185, Milwaukee County, Wisconsin",1633,100.0,1581,96.8,1414,86.6,18,1.1,24,1.5,16,1.0,0,0.0,0,0.0,8,0.5,16,1.0,0,0.0,109,6.7,52,3.2,24,1.5,27,1.7,1,0.1,0,0.0,1633,100.0,282,17.3,201,12.3,64,3.9,0,0.0,17,1.0,1351,82.7,1633,100.0,1581,96.8,250,15.3,1331,81.5,52,3.2,32,2.0,20,1.2
1400000US55079018600,55079018600,"Census Tract 186, Milwaukee County, Wisconsin",3000,100.0,2787,92.9,1447,48.2,244,8.1,53,1.8,39,1.3,0,0.0,0,0.0,14,0.5,29,1.0,0,0.0,1014,33.8,213,7.1,109,3.6,91,3.0,10,0.3,3,0.1,3000,100.0,2066,68.9,1495,49.8,481,16.0,5,0.2,85,2.8,934,31.1,3000,100.0,2787,92.9,1918,63.9,869,29.0,213,7.1,148,4.9,65,2.2
1400000US55079018700,55079018700,"Census Tract 187, Milwaukee County, Wisconsin",3876,100.0,3681,95.0,2009,51.8,296,7.6,75,1.9,64,1.7,0,0.0,0,0.0,11,0.3,46,1.2,2,0.1,1253,32.3,195,5.0,141,3.6,47,1.2,4,0.1,3,0.1,3876,100.0,2827,72.9,2154,55.6,526,13.6,8,0.2,139,3.6,1049,27.1,3876,100.0,3681,95.0,2667,68.8,1014,26.2,195,5.0,160,4.1,35,0.9
1400000US55079018800,55079018800,"Census Tract 188, Milwaukee County, Wisconsin",2066,100.0,1987,96.2,1037,50.2,128,6.2,39,1.9,14,0.7,0,0.0,0,0.0,25,1.2,48,2.3,0,0.0,735,35.6,79,3.8,43,2.1,30,1.5,5,0.2,1,0.0,2066,100.0,1570,76.0,1127,54.5,377,18.2,3,0.1,63,3.0,496,24.0,2066,100.0,1987,96.2,1518,73.5,469,22.7,79,3.8,52,2.5,27,1.3
1400000US55079018900,55079018900,"Census Tract 189, Milwaukee County, Wisconsin",1635,100.0,1555,95.1,983,60.1,112,6.9,23,1.4,15,0.9,0,0.0,0,0.0,8,0.5,47,2.9,0,0.0,390,23.9,80,4.9,58,3.5,18,1.1,3,0.2,1,0.1,1635,100.0,812,49.7,635,38.8,142,8.7,5,0.3,30,1.8,823,50.3,1635,100.0,1555,95.1,756,46.2,799,48.9,80,4.9,56,3.4,24,1.5
1400000US55079019000,55079019000,"Census Tract 190, Milwaukee County, Wisconsin",4545,100.0,4390,96.6,3636,80.0,230,5.1,60,1.3,38,0.8,0,0.0,0,0.0,22,0.5,100,2.2,0,0.0,364,8.0,155,3.4,57,1.3,90,2.0,4,0.1,4,0.1,4545,100.0,946,20.8,614,13.5,236,5.2,14,0.3,82,1.8,3599,79.2,4545,100.0,4390,96.6,867,19.1,3523,77.5,155,3.4,79,1.7,76,1.7
1400000US55079019100,55079019100,"Census Tract 191, Milwaukee County, Wisconsin",3584,100.0,3437,95.9,2714,75.7,251,7.0,35,1.0,28,0.8,0,0.0,0,0.0,7,0.2,156,4.4,5,0.1,276,7.7,147,4.1,46,1.3,90,2.5,1,0.0,10,0.3,3584,100.0,780,21.8,449,12.5,259,7.2,7,0.2,65,1.8,2804,78.2,3584,100.0,3437,95.9,724,20.2,2713,75.7,147,4.1,56,1.6,91,2.5
1400000US55079019200,55079019200,"Census Tract 192, Milwaukee County, Wisconsin",3186,100.0,3090,97.0,2725,85.5,106,3.3,30,0.9,26,0.8,0,0.0,0,0.0,4,0.1,46,1.4,0,0.0,183,5.7,96,3.0,27,0.8,60,1.9,1,0.0,8,0.3,3186,100.0,474,14.9,319,10.0,94,3.0,5,0.2,56,1.8,2712,85.1,3186,100.0,3090,97.0,443,13.9,2647,83.1,96,3.0,31,1.0,65,2.0
1400000US55079019300,55079019300,"Census Tract 193, Milwaukee County, Wisconsin",2557,100.0,2498,97.7,2339,91.5,35,1.4,15,0.6,15,0.6,0,0.0,0,0.0,0,0.0,31,1.2,1,0.0,77,3.0,59,2.3,5,0.2,52,2.0,1,0.0,1,0.0,2557,100.0,289,11.3,180,7.0,70,2.7,1,0.0,38,1.5,2268,88.7,2557,100.0,2498,97.7,268,10.5,2230,87.2,59,2.3,21,0.8,38,1.5
1400000US55079019400,55079019400,"Census Tract 194, Milwaukee County, Wisconsin",3732,100.0,3638,97.5,3293,88.2,143,3.8,35,0.9,30,0.8,0,0.0,0,0.0,5,0.1,74,2.0,4,0.1,89,2.4,94,2.5,35,0.9,58,1.6,0,0.0,1,0.0,3732,100.0,434,11.6,254,6.8,150,4.0,1,0.0,29,0.8,3298,88.4,3732,100.0,3638,97.5,395,10.6,3243,86.9,94,2.5,39,1.0,55,1.5
1400000US55079019500,55079019500,"Census Tract 195, Milwaukee County, Wisconsin",3350,100.0,3254,97.1,2995,89.4,65,1.9,39,1.2,35,1.0,0,0.0,0,0.0,4,0.1,41,1.2,0,0.0,114,3.4,96,2.9,12,0.4,71,2.1,0,0.0,13,0.4,3350,100.0,332,9.9,232,6.9,57,1.7,3,0.1,40,1.2,3018,90.1,3350,100.0,3254,97.1,312,9.3,2942,87.8,96,2.9,20,0.6,76,2.3
1400000US55079019600,55079019600,"Census Tract 196, Milwaukee County, Wisconsin",3616,100.0,3521,97.4,3189,88.2,131,3.6,21,0.6,16,0.4,0,0.0,0,0.0,5,0.1,65,1.8,0,0.0,115,3.2,95,2.6,27,0.7,57,1.6,3,0.1,8,0.2,3616,100.0,351,9.7,210,5.8,106,2.9,3,0.1,32,0.9,3265,90.3,3616,100.0,3521,97.4,312,8.6,3209,88.7,95,2.6,39,1.1,56,1.5
1400000US55079019700,55079019700,"Census Tract 197, Milwaukee County, Wisconsin",5344,100.0,5151,96.4,4509,84.4,180,3.4,61,1.1,53,1.0,0,0.0,0,0.0,8,0.1,180,3.4,2,0.0,219,4.1,193,3.6,52,1.0,130,2.4,3,0.1,8,0.1,5344,100.0,651,12.2,358,6.7,184,3.4,10,0.2,99,1.9,4693,87.8,5344,100.0,5151,96.4,588,11.0,4563,85.4,193,3.6,63,1.2,130,2.4
1400000US55079019800,55079019800,"Census Tract 198, Milwaukee County, Wisconsin",4913,100.0,4754,96.8,4258,86.7,154,3.1,60,1.2,45,0.9,0,0.0,0,0.0,15,0.3,70,1.4,0,0.0,212,4.3,159,3.2,42,0.9,102,2.1,8,0.2,7,0.1,4913,100.0,689,14.0,419,8.5,195,4.0,12,0.2,63,1.3,4224,86.0,4913,100.0,4754,96.8,628,12.8,4126,84.0,159,3.2,61,1.2,98,2.0
1400000US55079019900,55079019900,"Census Tract 199, Milwaukee County, Wisconsin",3479,100.0,3397,97.6,3047,87.6,76,2.2,41,1.2,35,1.0,0,0.0,0,0.0,6,0.2,81,2.3,4,0.1,148,4.3,82,2.4,34,1.0,44,1.3,1,0.0,3,0.1,3479,100.0,555,16.0,375,10.8,133,3.8,2,0.1,45,1.3,2924,84.0,3479,100.0,3397,97.6,513,14.7,2884,82.9,82,2.4,42,1.2,40,1.1
1400000US55079020000,55079020000,"Census Tract 200, Milwaukee County, Wisconsin",3411,100.0,3260,95.6,2200,64.5,274,8.0,38,1.1,26,0.8,0,0.0,0,0.0,12,0.4,274,8.0,0,0.0,474,13.9,151,4.4,45,1.3,83,2.4,9,0.3,14,0.4,3411,100.0,1179,34.6,716,21.0,371,10.9,9,0.3,83,2.4,2232,65.4,3411,100.0,3260,95.6,1111,32.6,2149,63.0,151,4.4,68,2.0,83,2.4
1400000US55079020100,55079020100,"Census Tract 201, Milwaukee County, Wisconsin",3529,100.0,3373,95.6,2167,61.4,361,10.2,66,1.9,49,1.4,0,0.0,0,0.0,17,0.5,41,1.2,0,0.0,738,20.9,156,4.4,56,1.6,90,2.6,4,0.1,6,0.2,3529,100.0,1581,44.8,928,26.3,559,15.8,2,0.1,92,2.6,1948,55.2,3529,100.0,3373,95.6,1479,41.9,1894,53.7,156,4.4,102,2.9,54,1.5
1400000US55079020200,55079020200,"Census Tract 202, Milwaukee County, Wisconsin",3024,100.0,2912,96.3,2239,74.0,93,3.1,42,1.4,37,1.2,0,0.0,0,0.0,5,0.2,93,3.1,0,0.0,445,14.7,112,3.7,42,1.4,67,2.2,3,0.1,0,0.0,3024,100.0,1084,35.8,744,24.6,224,7.4,10,0.3,106,3.5,1940,64.2,3024,100.0,2912,96.3,1025,33.9,1887,62.4,112,3.7,59,2.0,53,1.8
1400000US55079020300,55079020300,"Census Tract 203, Milwaukee County, Wisconsin",3773,100.0,3666,97.2,2843,75.4,58,1.5,31,0.8,20,0.5,0,0.0,0,0.0,11,0.3,57,1.5,0,0.0,677,17.9,107,2.8,38,1.0,58,1.5,7,0.2,4,0.1,3773,100.0,1492,39.5,1118,29.6,266,7.1,3,0.1,105,2.8,2281,60.5,3773,100.0,3666,97.2,1439,38.1,2227,59.0,107,2.8,53,1.4,54,1.4
1400000US55079020400,55079020400,"Census Tract 204, Milwaukee County, Wisconsin",3216,100.0,3052,94.9,1815,56.4,152,4.7,36,1.1,23,0.7,0,0.0,0,0.0,13,0.4,54,1.7,5,0.2,990,30.8,164,5.1,83,2.6,69,2.1,7,0.2,5,0.2,3216,100.0,2061,64.1,1662,51.7,283,8.8,7,0.2,109,3.4,1155,35.9,3216,100.0,3052,94.9,1950,60.6,1102,34.3,164,5.1,111,3.5,53,1.6
1400000US55079020500,55079020500,"Census Tract 205, Milwaukee County, Wisconsin",2921,100.0,2797,95.8,1771,60.6,73,2.5,51,1.7,38,1.3,0,0.0,0,0.0,13,0.4,29,1.0,2,0.1,871,29.8,124,4.2,88,3.0,33,1.1,1,0.0,2,0.1,2921,100.0,1802,61.7,1377,47.1,287,9.8,3,0.1,135,4.6,1119,38.3,2921,100.0,2797,95.8,1702,58.3,1095,37.5,124,4.2,100,3.4,24,0.8
1400000US55079020600,55079020600,"Census Tract 206, Milwaukee County, Wisconsin",3525,100.0,3410,96.7,3065,87.0,66,1.9,69,2.0,60,1.7,0,0.0,0,0.0,9,0.3,49,1.4,1,0.0,160,4.5,115,3.3,25,0.7,84,2.4,1,0.0,5,0.1,3525,100.0,509,14.4,363,10.3,105,3.0,1,0.0,40,1.1,3016,85.6,3525,100.0,3410,96.7,474,13.4,2936,83.3,115,3.3,35,1.0,80,2.3
1400000US55079020700,55079020700,"Census Tract 207, Milwaukee County, Wisconsin",4311,100.0,4196,97.3,3885,90.1,93,2.2,42,1.0,37,0.9,0,0.0,0,0.0,5,0.1,50,1.2,2,0.0,124,2.9,115,2.7,29,0.7,80,1.9,1,0.0,5,0.1,4311,100.0,457,10.6,298,6.9,124,2.9,5,0.1,30,0.7,3854,89.4,4311,100.0,4196,97.3,413,9.6,3783,87.8,115,2.7,44,1.0,71,1.6
1400000US55079020800,55079020800,"Census Tract 208, Milwaukee County, Wisconsin",3009,100.0,2925,97.2,2776,92.3,26,0.9,30,1.0,25,0.8,0,0.0,0,0.0,5,0.2,40,1.3,0,0.0,53,1.8,84,2.8,22,0.7,59,2.0,2,0.1,1,0.0,3009,100.0,209,6.9,136,4.5,43,1.4,6,0.2,24,0.8,2800,93.1,3009,100.0,2925,97.2,175,5.8,2750,91.4,84,2.8,34,1.1,50,1.7
1400000US55079020900,55079020900,"Census Tract 209, Milwaukee County, Wisconsin",2553,100.0,2469,96.7,2304,90.2,44,1.7,12,0.5,10,0.4,0,0.0,0,0.0,2,0.1,36,1.4,0,0.0,73,2.9,84,3.3,28,1.1,54,2.1,1,0.0,1,0.0,2553,100.0,320,12.5,207,8.1,87,3.4,1,0.0,25,1.0,2233,87.5,2553,100.0,2469,96.7,283,11.1,2186,85.6,84,3.3,37,1.4,47,1.8
1400000US55079021000,55079021000,"Census Tract 210, Milwaukee County, Wisconsin",2189,100.0,2122,96.9,1954,89.3,41,1.9,13,0.6,12,0.5,0,0.0,0,0.0,1,0.0,39,1.8,0,0.0,75,3.4,67,3.1,17,0.8,49,2.2,0,0.0,1,0.0,2189,100.0,341,15.6,213,9.7,86,3.9,0,0.0,42,1.9,1848,84.4,2189,100.0,2122,96.9,317,14.5,1805,82.5,67,3.1,24,1.1,43,2.0
1400000US55079021100,55079021100,"Census Tract 211, Milwaukee County, Wisconsin",1364,100.0,1335,97.9,1234,90.5,16,1.2,19,1.4,18,1.3,0,0.0,0,0.0,1,0.1,3,0.2,1,0.1,62,4.5,29,2.1,6,0.4,21,1.5,0,0.0,2,0.1,1364,100.0,185,13.6,92,6.7,74,5.4,0,0.0,19,1.4,1179,86.4,1364,100.0,1335,97.9,178,13.0,1157,84.8,29,2.1,7,0.5,22,1.6
1400000US55079021200,55079021200,"Census Tract 212, Milwaukee County, Wisconsin",2097,100.0,2020,96.3,1758,83.8,46,2.2,19,0.9,17,0.8,0,0.0,0,0.0,2,0.1,97,4.6,0,0.0,100,4.8,77,3.7,9,0.4,61,2.9,3,0.1,4,0.2,2097,100.0,323,15.4,168,8.0,117,5.6,8,0.4,30,1.4,1774,84.6,2097,100.0,2020,96.3,300,14.3,1720,82.0,77,3.7,23,1.1,54,2.6
1400000US55079021300,55079021300,"Census Tract 213, Milwaukee County, Wisconsin",1631,100.0,1581,96.9,1267,77.7,121,7.4,25,1.5,16,1.0,0,0.0,0,0.0,9,0.6,14,0.9,0,0.0,154,9.4,50,3.1,20,1.2,23,1.4,2,0.1,5,0.3,1631,100.0,387,23.7,245,15.0,101,6.2,2,0.1,39,2.4,1244,76.3,1631,100.0,1581,96.9,365,22.4,1216,74.6,50,3.1,22,1.3,28,1.7
1400000US55079021400,55079021400,"Census Tract 214, Milwaukee County, Wisconsin",3288,100.0,3134,95.3,2249,68.4,209,6.4,40,1.2,30,0.9,0,0.0,0,0.0,10,0.3,259,7.9,2,0.1,375,11.4,154,4.7,39,1.2,103,3.1,3,0.1,9,0.3,3288,100.0,916,27.9,408,12.4,426,13.0,3,0.1,79,2.4,2372,72.1,3288,100.0,3134,95.3,851,25.9,2283,69.4,154,4.7,65,2.0,89,2.7
1400000US55079021500,55079021500,"Census Tract 215, Milwaukee County, Wisconsin",2824,100.0,2735,96.8,2407,85.2,34,1.2,23,0.8,16,0.6,0,0.0,0,0.0,7,0.2,150,5.3,6,0.2,115,4.1,89,3.2,14,0.5,71,2.5,2,0.1,2,0.1,2824,100.0,439,15.5,273,9.7,129,4.6,6,0.2,31,1.1,2385,84.5,2824,100.0,2735,96.8,425,15.0,2310,81.8,89,3.2,14,0.5,75,2.7
1400000US55079021600,55079021600,"Census Tract 216, Milwaukee County, Wisconsin",4365,100.0,4155,95.2,3425,78.5,142,3.3,36,0.8,30,0.7,0,0.0,0,0.0,6,0.1,374,8.6,3,0.1,175,4.0,210,4.8,44,1.0,156,3.6,4,0.1,6,0.1,4365,100.0,709,16.2,449,10.3,176,4.0,6,0.1,78,1.8,3656,83.8,4365,100.0,4155,95.2,646,14.8,3509,80.4,210,4.8,63,1.4,147,3.4
1400000US55079021700,55079021700,"Census Tract 217, Milwaukee County, Wisconsin",6142,100.0,5963,97.1,5332,86.8,140,2.3,57,0.9,39,0.6,0,0.0,0,0.0,18,0.3,245,4.0,4,0.1,185,3.0,179,2.9,45,0.7,127,2.1,1,0.0,6,0.1,6142,100.0,890,14.5,485,7.9,318,5.2,5,0.1,82,1.3,5252,85.5,6142,100.0,5963,97.1,838,13.6,5125,83.4,179,2.9,52,0.8,127,2.1
1400000US55079021800,55079021800,"Census Tract 218, Milwaukee County, Wisconsin",2223,100.0,2166,97.4,1911,86.0,83,3.7,19,0.9,16,0.7,0,0.0,0,0.0,3,0.1,55,2.5,1,0.0,97,4.4,57,2.6,9,0.4,46,2.1,1,0.0,1,0.0,2223,100.0,332,14.9,189,8.5,106,4.8,1,0.0,36,1.6,1891,85.1,2223,100.0,2166,97.4,313,14.1,1853,83.4,57,2.6,19,0.9,38,1.7
1400000US55079030100,55079030100,"Census Tract 301, Milwaukee County, Wisconsin",4300,100.0,4238,98.6,3896,90.6,147,3.4,13,0.3,11,0.3,0,0.0,0,0.0,2,0.0,159,3.7,3,0.1,20,0.5,62,1.4,8,0.2,50,1.2,0,0.0,4,0.1,4300,100.0,121,2.8,49,1.1,21,0.5,2,0.0,49,1.1,4179,97.2,4300,100.0,4238,98.6,117,2.7,4121,95.8,62,1.4,4,0.1,58,1.3
1400000US55079035100,55079035100,"Census Tract 351, Milwaukee County, Wisconsin",2257,100.0,2229,98.8,2149,95.2,16,0.7,4,0.2,4,0.2,0,0.0,0,0.0,0,0.0,55,2.4,0,0.0,5,0.2,28,1.2,1,0.0,24,1.1,0,0.0,3,0.1,2257,100.0,37,1.6,9,0.4,3,0.1,5,0.2,20,0.9,2220,98.4,2257,100.0,2229,98.8,36,1.6,2193,97.2,28,1.2,1,0.0,27,1.2
1400000US55079035200,55079035200,"Census Tract 352, Milwaukee County, Wisconsin",4435,100.0,4366,98.4,3979,89.7,172,3.9,4,0.1,4,0.1,0,0.0,0,0.0,0,0.0,187,4.2,0,0.0,24,0.5,69,1.6,8,0.2,61,1.4,0,0.0,0,0.0,4435,100.0,125,2.8,49,1.1,13,0.3,5,0.1,58,1.3,4310,97.2,4435,100.0,4366,98.4,117,2.6,4249,95.8,69,1.6,8,0.2,61,1.4
1400000US55079040100,55079040100,"Census Tract 401, Milwaukee County, Wisconsin",1597,100.0,1554,97.3,1314,82.3,100,6.3,4,0.3,4,0.3,0,0.0,0,0.0,0,0.0,120,7.5,0,0.0,16,1.0,43,2.7,5,0.3,38,2.4,0,0.0,0,0.0,1597,100.0,66,4.1,30,1.9,8,0.5,7,0.4,21,1.3,1531,95.9,1597,100.0,1554,97.3,56,3.5,1498,93.8,43,2.7,10,0.6,33,2.1
1400000US55079050101,55079050101,"Census Tract 501.01, Milwaukee County, Wisconsin",5990,100.0,5799,96.8,3931,65.6,1409,23.5,30,0.5,12,0.2,0,0.0,0,0.0,18,0.3,342,5.7,6,0.1,81,1.4,191,3.2,15,0.3,144,2.4,6,0.1,26,0.4,5990,100.0,244,4.1,126,2.1,52,0.9,6,0.1,60,1.0,5746,95.9,5990,100.0,5799,96.8,217,3.6,5582,93.2,191,3.2,27,0.5,164,2.7
1400000US55079050102,55079050102,"Census Tract 501.02, Milwaukee County, Wisconsin",6009,100.0,5824,96.9,3499,58.2,2022,33.6,12,0.2,4,0.1,2,0.0,0,0.0,6,0.1,242,4.0,1,0.0,48,0.8,185,3.1,21,0.3,141,2.3,4,0.1,19,0.3,6009,100.0,227,3.8,112,1.9,70,1.2,1,0.0,44,0.7,5782,96.2,6009,100.0,5824,96.9,193,3.2,5631,93.7,185,3.1,34,0.6,151,2.5
1400000US55079060101,55079060101,"Census Tract 601.01, Milwaukee County, Wisconsin",4038,100.0,3939,97.5,3205,79.4,542,13.4,10,0.2,7,0.2,1,0.0,0,0.0,2,0.0,151,3.7,3,0.1,28,0.7,99,2.5,5,0.1,86,2.1,0,0.0,8,0.2,4038,100.0,148,3.7,83,2.1,14,0.3,6,0.1,45,1.1,3890,96.3,4038,100.0,3939,97.5,137,3.4,3802,94.2,99,2.5,11,0.3,88,2.2
1400000US55079060102,55079060102,"Census Tract 601.02, Milwaukee County, Wisconsin",3138,100.0,3089,98.4,2620,83.5,330,10.5,6,0.2,3,0.1,0,0.0,0,0.0,3,0.1,110,3.5,4,0.1,19,0.6,49,1.6,2,0.1,43,1.4,0,0.0,4,0.1,3138,100.0,81,2.6,26,0.8,14,0.4,2,0.1,39,1.2,3057,97.4,3138,100.0,3089,98.4,77,2.5,3012,96.0,49,1.6,4,0.1,45,1.4
1400000US55079060200,55079060200,"Census Tract 602, Milwaukee County, Wisconsin",5705,100.0,5560,97.5,4399,77.1,941,16.5,16,0.3,11,0.2,0,0.0,0,0.0,5,0.1,154,2.7,3,0.1,47,0.8,145,2.5,10,0.2,123,2.2,1,0.0,11,0.2,5705,100.0,236,4.1,103,1.8,74,1.3,4,0.1,55,1.0,5469,95.9,5705,100.0,5560,97.5,220,3.9,5340,93.6,145,2.5,16,0.3,129,2.3
1400000US55079070100,55079070100,"Census Tract 701, Milwaukee County, Wisconsin",4373,100.0,4301,98.4,4127,94.4,43,1.0,5,0.1,5,0.1,0,0.0,0,0.0,0,0.0,99,2.3,0,0.0,27,0.6,72,1.6,9,0.2,59,1.3,0,0.0,4,0.1,4373,100.0,148,3.4,46,1.1,28,0.6,2,0.0,72,1.6,4225,96.6,4373,100.0,4301,98.4,140,3.2,4161,95.2,72,1.6,8,0.2,64,1.5
1400000US55079070200,55079070200,"Census Tract 702, Milwaukee County, Wisconsin",5172,100.0,5100,98.6,4905,94.8,41,0.8,10,0.2,10,0.2,0,0.0,0,0.0,0,0.0,123,2.4,0,0.0,21,0.4,72,1.4,4,0.1,63,1.2,2,0.0,3,0.1,5172,100.0,106,2.0,38,0.7,16,0.3,2,0.0,50,1.0,5066,98.0,5172,100.0,5100,98.6,98,1.9,5002,96.7,72,1.4,8,0.2,64,1.2
1400000US55079070300,55079070300,"Census Tract 703, Milwaukee County, Wisconsin",4541,100.0,4421,97.4,3923,86.4,186,4.1,4,0.1,3,0.1,0,0.0,0,0.0,1,0.0,291,6.4,0,0.0,17,0.4,120,2.6,12,0.3,96,2.1,0,0.0,12,0.3,4541,100.0,145,3.2,64,1.4,29,0.6,3,0.1,49,1.1,4396,96.8,4541,100.0,4421,97.4,132,2.9,4289,94.5,120,2.6,13,0.3,107,2.4
1400000US55079080100,55079080100,"Census Tract 801, Milwaukee County, Wisconsin",2680,100.0,2609,97.4,2301,85.9,101,3.8,8,0.3,6,0.2,0,0.0,0,0.0,2,0.1,178,6.6,1,0.0,20,0.7,71,2.6,2,0.1,62,2.3,4,0.1,3,0.1,2680,100.0,87,3.2,47,1.8,9,0.3,3,0.1,28,1.0,2593,96.8,2680,100.0,2609,97.4,77,2.9,2532,94.5,71,2.6,10,0.4,61,2.3
1400000US55079080200,55079080200,"Census Tract 802, Milwaukee County, Wisconsin",3368,100.0,3267,97.0,2962,87.9,94,2.8,9,0.3,5,0.1,0,0.0,0,0.0,4,0.1,176,5.2,0,0.0,26,0.8,101,3.0,9,0.3,82,2.4,2,0.1,8,0.2,3368,100.0,144,4.3,55,1.6,40,1.2,7,0.2,42,1.2,3224,95.7,3368,100.0,3267,97.0,127,3.8,3140,93.2,101,3.0,17,0.5,84,2.5
1400000US55079080300,55079080300,"Census Tract 803, Milwaukee County, Wisconsin",3884,100.0,3805,98.0,3551,91.4,70,1.8,4,0.1,3,0.1,0,0.0,0,0.0,1,0.0,151,3.9,1,0.0,28,0.7,79,2.0,8,0.2,65,1.7,1,0.0,5,0.1,3884,100.0,117,3.0,38,1.0,15,0.4,10,0.3,54,1.4,3767,97.0,3884,100.0,3805,98.0,104,2.7,3701,95.3,79,2.0,13,0.3,66,1.7
1400000US55079080400,55079080400,"Census Tract 804, Milwaukee County, Wisconsin",3254,100.0,3199,98.3,2805,86.2,119,3.7,10,0.3,8,0.2,0,0.0,0,0.0,2,0.1,238,7.3,0,0.0,27,0.8,55,1.7,7,0.2,41,1.3,2,0.1,5,0.2,3254,100.0,99,3.0,53,1.6,14,0.4,1,0.0,31,1.0,3155,97.0,3254,100.0,3199,98.3,95,2.9,3104,95.4,55,1.7,4,0.1,51,1.6
1400000US55079090100,55079090100,"Census Tract 901, Milwaukee County, Wisconsin",4558,100.0,4454,97.7,3761,82.5,478,10.5,15,0.3,9,0.2,0,0.0,0,0.0,6,0.1,161,3.5,0,0.0,39,0.9,104,2.3,12,0.3,86,1.9,1,0.0,5,0.1,4558,100.0,144,3.2,76,1.7,33,0.7,1,0.0,34,0.7,4414,96.8,4558,100.0,4454,97.7,135,3.0,4319,94.8,104,2.3,9,0.2,95,2.1
1400000US55079090200,55079090200,"Census Tract 902, Milwaukee County, Wisconsin",1800,100.0,1767,98.2,1622,90.1,91,5.1,2,0.1,2,0.1,0,0.0,0,0.0,0,0.0,49,2.7,0,0.0,3,0.2,33,1.8,2,0.1,31,1.7,0,0.0,0,0.0,1800,100.0,38,2.1,31,1.7,1,0.1,1,0.1,5,0.3,1762,97.9,1800,100.0,1767,98.2,38,2.1,1729,96.1,33,1.8,0,0.0,33,1.8
1400000US55079090300,55079090300,"Census Tract 903, Milwaukee County, Wisconsin",3297,100.0,3192,96.8,2652,80.4,261,7.9,23,0.7,20,0.6,0,0.0,0,0.0,3,0.1,221,6.7,3,0.1,32,1.0,105,3.2,22,0.7,76,2.3,3,0.1,4,0.1,3297,100.0,134,4.1,62,1.9,35,1.1,5,0.2,32,1.0,3163,95.9,3297,100.0,3192,96.8,115,3.5,3077,93.3,105,3.2,19,0.6,86,2.6
1400000US55079090600,55079090600,"Census Tract 906, Milwaukee County, Wisconsin",4642,100.0,4548,98.0,4185,90.2,157,3.4,18,0.4,16,0.3,0,0.0,0,0.0,2,0.0,129,2.8,8,0.2,51,1.1,94,2.0,13,0.3,76,1.6,0,0.0,5,0.1,4642,100.0,188,4.0,97,2.1,47,1.0,0,0.0,44,0.9,4454,96.0,4642,100.0,4548,98.0,183,3.9,4365,94.0,94,2.0,5,0.1,89,1.9
1400000US55079090700,55079090700,"Census Tract 907, Milwaukee County, Wisconsin",3159,100.0,3122,98.8,3052,96.6,24,0.8,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,33,1.0,3,0.1,9,0.3,37,1.2,3,0.1,29,0.9,1,0.0,4,0.1,3159,100.0,40,1.3,18,0.6,9,0.3,0,0.0,13,0.4,3119,98.7,3159,100.0,3122,98.8,35,1.1,3087,97.7,37,1.2,5,0.2,32,1.0
