Incident Number;Date;Time;Police District;Offense 1;Offense 2;Offense 3;Offense 4;Location
152680176;09/25/2015;08:20 PM;7.0;ARSON;;;;5021 N 47TH ST
152680192;09/25/2015;10:14 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;5445 N MILWAUKEE RIVER PK
152670105;09/24/2015;06:01 PM;4.0;MOTOR VEHICLE THEFT;;;;5235 N 34TH ST
152670136;09/24/2015;09:03 PM;5.0;AGGRAVATED ASSAULT;;;;2643 W ATKINSON AV
152670141;09/24/2015;07:07 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;5868 N 41ST ST
152680009;09/24/2015;04:07 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;3210 W FAIRMOUNT AV
152660033;09/23/2015;07:21 AM;7.0;SIMPLE ASSAULT;;;;3927 W VILLARD AV
152660057;09/23/2015;10:22 AM;7.0;MOTOR VEHICLE THEFT;;;;4951 N 50TH ST
152660098;09/23/2015;01:59 PM;7.0;AGGRAVATED ASSAULT;;;;3300 W HAMPTON AV
152660106;09/23/2015;03:08 PM;7.0;SIMPLE ASSAULT;;;;4839 N 18TH ST
152660112;09/23/2015;04:35 PM;7.0;MOTOR VEHICLE THEFT;;;;4771 N 21ST ST
152660115;09/23/2015;04:43 PM;7.0;ALL OTHER LARCENY;;;;4971 N 46TH ST
152660158;09/23/2015;06:32 PM;4.0;SIMPLE ASSAULT;;;;5326 N 38TH ST
152660162;09/23/2015;07:20 PM;7.0;AGGRAVATED ASSAULT;;;;5008 N 39TH ST
152660163;09/23/2015;04:03 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;5541 N 35TH ST #LWR
152660174;09/23/2015;08:19 PM;7.0;ARSON;;;;4950 N 24TH ST
152660175;09/23/2015;08:31 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;5543 N 35TH ST
152990149;09/23/2015;07:20 PM;7.0;AGGRAVATED ASSAULT;;;;5027 N 37TH ST
152650029;09/22/2015;06:44 AM;7.0;THEFT FROM MOTOR VEHICLE;;;;4968 N 26TH ST
152650032;09/22/2015;06:25 AM;4.0;SIMPLE ASSAULT;;;;5464 N LONG ISLAND DR
152650054;09/22/2015;09:57 AM;5.0;ALL OTHER LARCENY;;;;4528 N 24TH ST
152650094;09/22/2015;02:46 PM;7.0;MOTOR VEHICLE THEFT;;;;5100 N 39TH ST
152650095;09/22/2015;02:49 PM;7.0;MOTOR VEHICLE THEFT;;;;4736 N 24TH ST
152650134;09/22/2015;05:59 PM;4.0;MOTOR VEHICLE THEFT;;;;3505 W KILEY AV
152650148;09/22/2015;06:32 PM;7.0;ROBBERY;;;;4831 N 37TH ST
152650150;09/22/2015;10:52 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;;7049 N TEUTONIA AV #2
152650159;09/22/2015;09:02 PM;7.0;ROBBERY;;;;3101 W VILLARD AV
152650164;09/22/2015;10:06 PM;4.0;MOTOR VEHICLE THEFT;;;;4000 W SILVER SPRING DR
152650178;09/22/2015;09:26 PM;7.0;ALL OTHER LARCENY;;;;4565 N GREEN BAY AV
152650178;09/22/2015;09:26 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;4565 N GREEN BAY AV
152640004;09/21/2015;12:26 AM;5.0;ROBBERY;;;;4000 N 27TH ST
152640019;09/21/2015;02:16 AM;4.0;ALL OTHER LARCENY;;;;3711 W ELM ST
152640087;09/21/2015;08:10 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;;5075 N SHERMAN BL
152640116;09/21/2015;01:39 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;4024 W HAMPTON AV
152640124;09/21/2015;12:32 PM;4.0;THEFT FROM MOTOR VEHICLE;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;6770 N 43RD ST
152640127;09/21/2015;03:01 PM;5.0;AGGRAVATED ASSAULT;;;;4105 N 24TH ST
152640160;09/21/2015;04:55 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3200 W CAMERON AV
152640221;09/21/2015;10:04 PM;5.0;AGGRAVATED ASSAULT;;;;4164 N 22ND ST
152650005;09/21/2015;09:04 PM;7.0;AGGRAVATED ASSAULT;;;;3000 W HAMPTON AV
152660008;09/21/2015;10:04 PM;5.0;AGGRAVATED ASSAULT;;;;4170 N 22ND ST
152630014;09/20/2015;12:47 AM;7.0;AGGRAVATED ASSAULT;;;;4760 N 18TH ST
152630019;09/20/2015;02:09 AM;4.0;AGGRAVATED ASSAULT;;;;5516 N 36TH ST
152630022;09/20/2015;02:40 AM;5.0;SIMPLE ASSAULT;;;;4120 N 27TH ST #3
152630024;09/20/2015;03:00 AM;7.0;THEFT FROM MOTOR VEHICLE;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;5157 N 31ST ST
152630028;09/20/2015;03:32 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;5465 N LONG ISLAND DR
152630090;09/20/2015;12:48 PM;7.0;SIMPLE ASSAULT;;;;4668-A N PARKWAY AV
152630098;09/20/2015;01:56 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;AGGRAVATED ASSAULT;;;6001 N TEUTONIA AV
152630108;09/20/2015;02:37 PM;7.0;AGGRAVATED ASSAULT;;;;3733 W FAIRMOUINT AV
152630147;09/20/2015;06:55 PM;7.0;MOTOR VEHICLE THEFT;;;;5151 N HOPKINS ST
152620024;09/19/2015;02:13 AM;4.0;AGGRAVATED ASSAULT;;;;3530 W SILVER SPRING DR
152620024;09/19/2015;02:13 AM;4.0;SIMPLE ASSAULT;;;;3530 W SILVER SPRING DR
152620059;09/19/2015;09:52 AM;7.0;MOTOR VEHICLE THEFT;;;;4905 N 49TH ST
152620065;09/19/2015;10:41 AM;4.0;MOTOR VEHICLE THEFT;;;;3724 W JUNIPER CT
152620074;09/19/2015;11:39 AM;5.0;MOTOR VEHICLE THEFT;;;;4100 N 21ST ST
152620095;09/19/2015;12:47 PM;5.0;BURGLARY/BREAKING AND ENTERING;;;;4590 N TEUTONIA AV
152620115;09/19/2015;04:12 PM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4381 N 29TH ST
152620119;09/19/2015;01:51 PM;4.0;THEFT FROM MOTOR VEHICLE;;;;4101 W GREEN TREE RD
152620149;09/19/2015;06:46 PM;5.0;SIMPLE ASSAULT;;;;4742 N 31ST ST
152620170;09/19/2015;09:44 PM;5.0;MOTOR VEHICLE THEFT;;;;4163 N 13TH ST
152620175;09/19/2015;09:38 PM;7.0;AGGRAVATED ASSAULT;;;;4971 N 47TH ST
152620180;09/19/2015;09:05 PM;5.0;BURGLARY/BREAKING AND ENTERING;;;;4046 N 24TH ST
152610011;09/18/2015;12:29 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4035 W KILEY AV
152610014;09/18/2015;03:56 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;;5000 N 35TH ST
152610016;09/18/2015;05:03 AM;7.0;ROBBERY;;;;3202 W HAMPTON AV
152610024;09/18/2015;08:04 AM;4.0;AGGRAVATED ASSAULT;;;;5326 N 38TH ST
152610036;09/18/2015;10:02 AM;5.0;ALL OTHER LARCENY;;;;4054 N 17TH ST
152610074;09/18/2015;01:14 PM;5.0;MOTOR VEHICLE THEFT;;;;2826 W ATKINSON AV
152610077;09/18/2015;12:50 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;2310 W LINWAL LA
152610094;09/18/2015;02:51 PM;4.0;ALL OTHER LARCENY;;;;5635 N 35TH ST
152610113;09/18/2015;06:18 PM;5.0;SIMPLE ASSAULT;;;;1904 W CAPITOL DR
152610146;09/18/2015;07:13 PM;4.0;MOTOR VEHICLE THEFT;;;;6153 N TEUTONIA AV
152610160;09/18/2015;04:42 PM;4.0;ROBBERY;;;;3425 W SILVER SPRING DR
152610179;09/18/2015;11:17 PM;5.0;MOTOR VEHICLE THEFT;;;;2700 W ATKINSON AV
152820106;09/18/2015;12:34 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;5045 N 47TH ST
152600047;09/17/2015;10:07 AM;7.0;MOTOR VEHICLE THEFT;;;;2600 W LINWAL LA
152600061;09/17/2015;11:30 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;5826 N 39TH ST
152600088;09/17/2015;01:20 PM;4.0;MOTOR VEHICLE THEFT;;;;6261 N TEUTONIA AV
152600137;09/17/2015;06:06 PM;7.0;AGGRAVATED ASSAULT;;;;5157 N 39TH ST
152600137;09/17/2015;06:06 PM;7.0;SIMPLE ASSAULT;;;;5157 N 39TH ST
152600140;09/17/2015;11:38 AM;7.0;MOTOR VEHICLE THEFT;;;;4821 N 22ND ST
152600172;09/17/2015;07:50 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;4937 N 39TH ST #5
152590003;09/16/2015;12:31 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;;4565 N GREEN BAY AV
152590010;09/16/2015;12:28 AM;4.0;SIMPLE ASSAULT;;;;5230 N SHERMAN BL
152590039;09/16/2015;09:58 AM;4.0;INTIMIDATION;;;;5851 N 42ND ST
152590049;09/16/2015;10:56 AM;7.0;INTIMIDATION;;;;3107 W FAIRMOUNT AV
152590060;09/16/2015;12:18 PM;5.0;ROBBERY;;;;2600 W CORNELL ST
152590072;09/16/2015;11:53 AM;7.0;AGGRAVATED ASSAULT;;;;5075 N SHERMAN BL
152590073;09/16/2015;01:15 PM;7.0;SIMPLE ASSAULT;;;;5045 N 47TH ST
152590109;09/16/2015;02:17 PM;4.0;BURGLARY/BREAKING AND ENTERING;MOTOR VEHICLE THEFT;;;4113 W KILEY AV
152590160;09/16/2015;09:58 PM;7.0;MOTOR VEHICLE THEFT;;;;2025 W HAMPTON AV
152590168;09/16/2015;09:49 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;4828 N 25TH ST
152590175;09/16/2015;08:00 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;4830 N 26TH ST
152580018;09/15/2015;02:06 AM;4.0;ARSON;;;;6944 N TEUTONIA AV
152580069;09/15/2015;11:22 AM;7.0;MOTOR VEHICLE THEFT;;;;4900 N GREEN BAY AV
152580135;09/15/2015;04:37 PM;4.0;AGGRAVATED ASSAULT;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;5478 N 41ST ST
152620130;09/15/2015;01:30 AM;5.0;MOTOR VEHICLE THEFT;;;;4275 N 27TH ST
152570164;09/14/2015;07:00 PM;7.0;ROBBERY;;;;5075 N SHERMAN BL
152570170;09/14/2015;07:23 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;5100 N 21ST ST
152560028;09/13/2015;04:11 AM;5.0;AGGRAVATED ASSAULT;;;;4353 N 25TH ST
152560036;09/13/2015;04:50 AM;4.0;TRESPASSING;ROBBERY;;;7027 N TEUTONIA AV #4
152560052;09/13/2015;08:59 AM;4.0;SHOPLIFTING;;;;3030 W VILLARD AV
152560064;09/13/2015;10:52 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;5620 N 27TH ST
152560069;09/13/2015;10:21 AM;5.0;INTIMIDATION;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4100 N 27TH ST
152560077;09/13/2015;11:09 AM;5.0;INTIMIDATION;;;;4477 N 28TH ST
152560128;09/13/2015;05:55 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;6038 N 42ND ST
152560129;09/13/2015;04:49 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;4909 N 46TH ST
152560136;09/13/2015;01:40 PM;5.0;MOTOR VEHICLE THEFT;;;;4123 N 10TH ST #LWR
152560150;09/13/2015;08:16 PM;7.0;ROBBERY;;;;3930 W HAMPTON AV
152560157;09/13/2015;09:23 PM;4.0;ROBBERY;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;5318 N 35TH ST
152560165;09/13/2015;08:00 PM;5.0;AGGRAVATED ASSAULT;;;;4342 N 19TH ST
152550014;09/12/2015;12:48 AM;4.0;INTIMIDATION;;;;3707 W JUNIPER CT
152550014;09/12/2015;12:48 AM;4.0;SIMPLE ASSAULT;;;;3707 W JUNIPER CT
152550015;09/12/2015;01:34 AM;5.0;AGGRAVATED ASSAULT;;;;4130 N 22ND ST
152550035;09/12/2015;08:38 AM;4.0;ALL OTHER LARCENY;;;;5371 N 24TH ST
152550058;09/12/2015;11:01 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;;3803 W FAIRMOUNT AV
152550062;09/12/2015;12:10 PM;7.0;MOTOR VEHICLE THEFT;;;;4903 N 39TH ST
152550064;09/12/2015;12:57 PM;4.0;MOTOR VEHICLE THEFT;;;;4008 W GOOD HOPE RD
152550089;09/12/2015;03:24 PM;4.0;ROBBERY;;;;5579 N LONG ISLAND DR
152550102;09/12/2015;05:08 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;5416 N 42ND ST
152550139;09/12/2015;09:58 PM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;2002 W CAPITOL DR
152550148;09/12/2015;10:53 PM;5.0;AGGRAVATED ASSAULT;;;;2700 W ATKINSON AV
152550151;09/12/2015;11:50 PM;5.0;MOTOR VEHICLE THEFT;;;;4582 N 24TH PL
152540061;09/11/2015;08:51 AM;7.0;THEFT FROM MOTOR VEHICLE;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;4951 N 42ND ST
152540101;09/11/2015;01:14 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;5022 N SHERMAN BL #LWR
152540130;09/11/2015;02:17 PM;4.0;AGGRAVATED ASSAULT;;;;5512 N 31ST ST #10
152540148;09/11/2015;05:21 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;4805 N SHERMAN BL #8
152540164;09/11/2015;06:50 PM;5.0;AGGRAVATED ASSAULT;;;;4204 N 14TH ST
152540181;09/11/2015;08:15 PM;4.0;SIMPLE ASSAULT;;;;7027 N TEUTONIA AV #4
152540191;09/11/2015;09:04 PM;7.0;SIMPLE ASSAULT;;;;4828 N 25TH ST
152540206;09/11/2015;10:03 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;4565 N GREEN BAY AV
152530005;09/10/2015;12:50 AM;4.0;MOTOR VEHICLE THEFT;;;;4001 W HEMLOCK ST
152530015;09/10/2015;12:41 AM;4.0;SIMPLE ASSAULT;;;;3505 W KILEY AV #4
152530053;09/10/2015;10:44 AM;5.0;MOTOR VEHICLE THEFT;;;;4508 N 26TH ST
152530081;09/10/2015;01:05 PM;4.0;AGGRAVATED ASSAULT;;;;5924 N SHERMAN BL #1
152530084;09/10/2015;01:45 PM;4.0;ROBBERY;;;;3500 W SILVER SPRING DR
152530095;09/10/2015;02:44 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;1981 W VILLARD AV
152530102;09/10/2015;03:49 PM;5.0;AGGRAVATED ASSAULT;;;;4408 N 30TH ST
152530104;09/10/2015;11:45 PM;7.0;MOTOR VEHICLE THEFT;;;;4814 W HAMPTON AV
152530123;09/10/2015;04:36 PM;4.0;SIMPLE ASSAULT;;;;5455 N 37TH ST
152530135;09/10/2015;06:49 PM;5.0;BURGLARY/BREAKING AND ENTERING;;;;1216 W CAPITOL DR
152530154;09/10/2015;08:40 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;4519 N GREEN BAY AV
152520001;09/09/2015;01:27 AM;4.0;ROBBERY;;;;5471 N 41ST ST
152520053;09/09/2015;09:35 AM;7.0;AGGRAVATED ASSAULT;;;;5131 N GREEN BAY AV
152520135;09/09/2015;08:46 PM;5.0;ROBBERY;;;;2700 W CAPITOL DR
152520137;09/09/2015;07:34 PM;4.0;MOTOR VEHICLE THEFT;;;;5800 N 40TH ST
152520143;09/09/2015;07:30 PM;4.0;MOTOR VEHICLE THEFT;;;;7350 N TEUTONIA AV
152520183;09/09/2015;09:55 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;6955 N TEUTONIA AV #1
152520189;09/09/2015;11:25 PM;7.0;MOTOR VEHICLE THEFT;;;;5001 N 46TH ST
152510006;09/08/2015;12:09 AM;4.0;AGGRAVATED ASSAULT;;;;5443 N 38TH ST
152510010;09/08/2015;01:54 AM;4.0;INTIMIDATION;;;;6162-A N 36TH ST
152510018;09/08/2015;12:44 PM;4.0;ROBBERY;;;;7170 N TEUTONIA AV
152510038;09/08/2015;08:57 AM;7.0;MOTOR VEHICLE THEFT;;;;4937 N 51ST BL
152510108;09/08/2015;01:13 PM;4.0;AGGRAVATED ASSAULT;;;;6054 N 40TH ST
152510115;09/08/2015;02:50 PM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4539 N 30TH ST
152510118;09/08/2015;03:07 PM;4.0;THEFT FROM BUILDING;;;;5301 N TEUTONIA AV
152510128;09/08/2015;02:06 PM;4.0;MOTOR VEHICLE THEFT;;;;5375 N GREEN BAY AV
152510129;09/08/2015;04:19 PM;7.0;THEFT FROM MOTOR VEHICLE;;;;4800 N HOPKINS ST
152510165;09/08/2015;06:37 PM;7.0;MOTOR VEHICLE THEFT;;;;2501 W HAMPTON AV
152510181;09/08/2015;08:11 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;5140 N 37TH ST
152510230;09/08/2015;09:07 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;4805 N SHERMAN BL #7
152570143;09/08/2015;02:06 PM;4.0;MOTOR VEHICLE THEFT;;;;5375 N GREEN BAY AV
152500024;09/07/2015;07:49 AM;5.0;ROBBERY;;;;2500 W CAPITOL DR
152500034;09/07/2015;02:40 AM;5.0;BURGLARY/BREAKING AND ENTERING;;;;2012 W CAPITOL DR
152500040;09/07/2015;03:03 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;;5075 N SHERMAN BL
152500060;09/07/2015;08:52 AM;4.0;AGGRAVATED ASSAULT;;;;6811 N TEUTONIA AV
152500115;09/07/2015;01:50 PM;5.0;THEFT FROM MOTOR VEHICLE;;;;4765 N 32ND ST #220
152500177;09/07/2015;09:47 PM;5.0;SIMPLE ASSAULT;;;;4200 N 27TH ST
152490038;09/06/2015;03:08 AM;4.0;INTIMIDATION;;;;6961 N 37TH ST
152490046;09/06/2015;07:02 AM;7.0;MOTOR VEHICLE THEFT;;;;4956 N 25TH ST
152490057;09/06/2015;09:18 AM;4.0;MOTOR VEHICLE THEFT;;;;5416 N 19TH ST
152490065;09/06/2015;03:40 AM;4.0;AGGRAVATED ASSAULT;;;;5964 N SHERMAN BL
152490067;09/06/2015;10:17 AM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;2815 W ROOSEVELT DR
152490071;09/06/2015;09:25 AM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;2727 W ROOSEVELT DR
152490081;09/06/2015;10:17 AM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4203 N 26TH ST
152490113;09/06/2015;04:13 PM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;2821 W ROOSEVELT DR
152490138;09/06/2015;05:34 PM;5.0;AGGRAVATED ASSAULT;;;;4406 N 26TH ST
152490159;09/06/2015;07:06 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;4230 W FAIRMOUNT AV
152490185;09/06/2015;10:07 PM;4.0;SIMPLE ASSAULT;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;5692 N 40TH ST
152490185;09/06/2015;10:07 PM;4.0;SIMPLE ASSAULT;;;;5692 N 40TH ST
152480021;09/05/2015;01:57 AM;4.0;AGGRAVATED ASSAULT;;;;5431 N LONG ISLAND DR
152480023;09/05/2015;02:51 AM;7.0;MOTOR VEHICLE THEFT;;;;2221 W VILLARD AV
152480029;09/05/2015;02:44 AM;5.0;AGGRAVATED ASSAULT;;;;2216 W ATKINSON AV
152480053;09/05/2015;08:10 AM;5.0;ALL OTHER LARCENY;;;;4710 N 30TH ST
152480065;09/05/2015;07:56 AM;7.0;ALL OTHER LARCENY;;;;4151 W VILLARD AV
152480083;09/05/2015;10:18 AM;4.0;MOTOR VEHICLE THEFT;;;;2457 W CUSTER AV
152480087;09/05/2015;10:44 AM;5.0;BURGLARY/BREAKING AND ENTERING;;;;4143 N 27TH ST
152480100;09/05/2015;01:55 PM;4.0;MOTOR VEHICLE THEFT;;;;5530 N 39TH ST
152480110;09/05/2015;03:06 PM;7.0;SIMPLE ASSAULT;;;;4650 N 18TH ST
152480113;09/05/2015;02:43 PM;7.0;AGGRAVATED ASSAULT;;;;4948 N 37TH ST
152480141;09/05/2015;05:58 PM;7.0;AGGRAVATED ASSAULT;;;;3709 W VILLARD AV
152470031;09/04/2015;05:34 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;;2400 W VILLARD AV
152470041;09/04/2015;08:50 AM;5.0;MOTOR VEHICLE THEFT;;;;2700 W RUBY AV
152470045;09/04/2015;09:08 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;;7009 N 43RD ST
152470062;09/04/2015;10:59 AM;5.0;BURGLARY/BREAKING AND ENTERING;;;;4552 N 28TH ST
152470070;09/04/2015;10:36 AM;5.0;BURGLARY/BREAKING AND ENTERING;;;;2456 W CORNELL ST
152470103;09/04/2015;04:33 PM;4.0;MOTOR VEHICLE THEFT;;;;6111 N TEUTONIA AV
152470132;09/04/2015;07:36 PM;7.0;ROBBERY;;;;2042 W FAIRMOUNT AV
152470147;09/04/2015;09:29 PM;7.0;MOTOR VEHICLE THEFT;;;;3217 W VILLARD AV
152470153;09/04/2015;09:19 PM;4.0;AGGRAVATED ASSAULT;;;;4000 W GOOD HOPE RD
152470154;09/04/2015;09:58 PM;5.0;AGGRAVATED ASSAULT;;;;2621 W RUBY AV
