;Incident Number;Date;Time;Police District;Offense 1;Offense 2;Offense 3;Location;Address,
174;152860051;10/13/2015;10:45 AM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.004013349154604, -87.9200549662418];2222 S 7TH ST
175;152860109;10/13/2015;04:06 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.01848691035258, -87.93055348514059];1226 S 15TH ST
176;152850021;10/12/2015;03:44 AM;2.0;THEFT FROM MOTOR VEHICLE;;;[43.01305332982161, -87.914008798568];1659 S 3RD ST
177;152850027;10/12/2015;06:00 AM;2.0;THEFT FROM MOTOR VEHICLE;;;[43.02728550678068, -87.91304416763806];219 W FLORIDA ST
178;152850041;10/12/2015;08:27 AM;2.0;THEFT FROM MOTOR VEHICLE;;;[43.010050485140596, -87.91504985789716];333 W BURNHAM ST
179;152850045;10/12/2015;07:44 AM;1.0;THEFT FROM MOTOR VEHICLE;;;[43.029039425332904, -87.91252020450946];230 S 2ND ST
180;152850059;10/12/2015;07:44 AM;1.0;THEFT FROM MOTOR VEHICLE;;;[43.02909577059494, -87.91252069446827];224 S 2ND ST
181;152850065;10/12/2015;10:31 AM;2.0;THEFT FROM MOTOR VEHICLE;;;[43.01677961365343, -87.91401910315051];1409 S 3RD ST
182;152850069;10/12/2015;10:43 AM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.01511636193654, -87.93360381184704];1535 S PEARL ST
183;152840085;10/11/2015;11:18 AM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.01020514533914, -87.92847934187475];1320 W BURNHAM ST
184;152840110;10/11/2015;01:34 PM;2.0;THEFT FROM BUILDING;;;[43.025651884817364, -87.91257244070657];524 S 2ND ST
185;152830009;10/10/2015;12:49 AM;1.0;THEFT FROM MOTOR VEHICLE;;;[43.029536018321856, -87.91107906982499];161 S 1ST ST
186;152830055;10/10/2015;09:40 AM;2.0;THEFT FROM MOTOR VEHICLE;;;[43.00277686387812, -87.9212385];801 W LINCOLN AV
187;152820029;10/09/2015;05:47 AM;2.0;THEFT FROM MOTOR VEHICLE;;;[43.007670754371276, -87.92144959925535];2025 S 8TH ST
188;152820085;10/09/2015;01:24 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.01488649125744, -87.92930398066852];1548 S 14TH ST
189;152810026;10/08/2015;08:23 AM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[42.99767047489748, -87.93092191326677];1434 W HARRISON AV
190;152810096;10/08/2015;04:00 PM;2.0;THEFT FROM MOTOR VEHICLE;;;[43.00816642492353, -87.92967754818491];2003 S 14TH ST
191;152810109;10/08/2015;05:26 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.00998731315338, -87.93168335083547];1515 W FOREST HOME AV
192;152800032;10/07/2015;08:52 AM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.00538354954125, -87.92970551731226];2146 S 14TH ST
193;152790033;10/06/2015;07:38 AM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.008323508222986, -87.92225197446477];824 W ROGERS ST
194;152790039;10/06/2015;08:08 AM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.015987499567316, -87.92618383236193];1123 W ORCHARD ST
195;152790088;10/06/2015;12:17 PM;2.0;THEFT FROM MOTOR VEHICLE;;;[42.995599205147094, -87.92871802017753];1300 W CLEVELAND AV
196;152790105;10/06/2015;02:17 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[42.9996433411045, -87.92729854097155];2473 S 12TH ST
197;152780038;10/05/2015;08:59 AM;2.0;THEFT FROM MOTOR VEHICLE;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;[43.01709596702394, -87.93762939948594];1944 W GREENFIELD AV
198;152780144;10/05/2015;05:45 PM;2.0;THEFT FROM MOTOR VEHICLE;;;[43.02162866472386, -87.9330159001677];916 S CESAR E CHAVEZ DR
199;152750129;10/02/2015;07:42 PM;1.0;THEFT FROM MOTOR VEHICLE;;;[43.031170153446695, -87.91265134817056];139 S 2ND ST
200;152750141;10/02/2015;08:44 PM;2.0;THEFT FROM MOTOR VEHICLE;;;[43.01228453952927, -87.91198166472387];131 W MITCHELL ST
201;152740063;10/01/2015;12:27 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.01705452596791, -87.93828016763806];2000 W GREENFIELD AV
202;152740084;10/01/2015;11:00 AM;3.0;THEFT FROM MOTOR VEHICLE;;;[43.03141817224621, -87.91772153408927];500 W CANAL ST
203;153030064;10/30/2015;12:25 PM;6.0;THEFT FROM MOTOR VEHICLE;;;[42.93211405689882, -87.92966104097155];6213 S 13TH ST
204;153030077;10/30/2015;11:52 AM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[42.94121247619646, -87.95132079531417];2827 W PARNELL AV #314
205;153020027;10/29/2015;06:02 AM;6.0;THEFT FROM MOTOR VEHICLE;;;[42.969672167638066, -87.91449154097155];4117 S 3RD ST
206;153020038;10/29/2015;09:22 AM;6.0;THEFT FROM BUILDING;;;[42.96472394892957, -87.93890443508067];4360 S 20TH ST
207;153020112;10/29/2015;04:53 PM;6.0;THEFT FROM BUILDING;;;[42.93318845517774, -87.91968103508366];6160 S 6TH ST #W25
208;153010096;10/28/2015;01:21 PM;6.0;THEFT FROM BUILDING;;;[42.96472394892957, -87.93890443508067];4360 S 20TH ST
209;153000114;10/27/2015;04:40 PM;6.0;THEFT FROM BUILDING;;;[42.97758574877406, -87.94818600504992];3700 S 27TH ST
210;152990102;10/26/2015;04:08 PM;6.0;THEFT FROM MOTOR VEHICLE;;;[42.97903267055224, -87.92903006650677];3601 S 13TH ST
211;152990172;10/26/2015;09:26 PM;6.0;THEFT FROM MOTOR VEHICLE;;;[42.96384866253083, -87.94847653448028];4488 S 27TH ST
212;152980085;10/25/2015;03:06 PM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[42.941294929194065, -87.9526578341796];2951 W PARNELL AV
213;152980117;10/25/2015;09:30 PM;6.0;THEFT FROM MOTOR VEHICLE;;;[42.963394471579235, -87.9151005];316 W ALLERTON AV
214;152970005;10/24/2015;12:29 AM;6.0;THEFT FROM MOTOR VEHICLE;;;[42.9346327829768, -87.91011980348429];100 W BODEN ST
215;152960020;10/23/2015;05:16 AM;2.0;THEFT FROM MOTOR VEHICLE;;;[43.00369163336026, -87.93678447345516];2244 S 19TH ST
216;152950084;10/22/2015;01:47 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.00294553058513, -87.93605113780367];1817 W LINCOLN AV
217;152940096;10/21/2015;01:27 PM;6.0;THEFT FROM MOTOR VEHICLE;;;[42.96468544463039, -87.92923150822297];4385 S 13TH ST
218;152940147;10/21/2015;06:50 PM;6.0;THEFT FROM BUILDING;;;[42.959497908734186, -87.9424802782212];2240 W LAYTON AV #225
219;152920073;10/19/2015;03:03 PM;6.0;THEFT FROM MOTOR VEHICLE;;;[42.960591289970736, -87.94371810325102];4532 S 23RD ST
220;152920140;10/19/2015;09:58 PM;6.0;THEFT FROM BUILDING;;;[42.98853447331001, -87.94492352983438];2500 W OKLAHOMA AV
221;152910051;10/18/2015;10:49 AM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[42.9828444192873, -87.93414778609558];1625 W HOLT AV
222;152900040;10/17/2015;06:13 AM;6.0;THEFT FROM BUILDING;;;[42.93750952368889, -87.90949644737262];5890 S HOWELL AV
223;152900054;10/17/2015;09:42 AM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[42.941294929194065, -87.9526578341796];2951 W PARNELL AV
224;152890064;10/16/2015;12:17 PM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[42.990143651416666, -87.93853084858334];3001 S 20TH ST
225;152860046;10/13/2015;08:24 AM;6.0;THEFT FROM MOTOR VEHICLE;;;[42.977672245628725, -87.94345397013694];3672 S 23RD ST
226;152860061;10/13/2015;08:11 AM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[42.95108448268775, -87.93680941173756];1820 W LUZERNE CT
227;152860070;10/13/2015;12:44 PM;6.0;THEFT FROM MOTOR VEHICLE;;;[42.987824549541244, -87.94812551009889];3120 S 27TH ST
228;152850183;10/12/2015;09:21 PM;6.0;THEFT FROM MOTOR VEHICLE;;;[42.962598000000014, -87.90350801543633];4503 S ADAMS AV
229;152860031;10/12/2015;08:58 AM;6.0;THEFT FROM BUILDING;;;[42.931584366639726, -87.92968098990112];6237 S 13TH ST
230;152830064;10/10/2015;11:15 AM;6.0;THEFT FROM MOTOR VEHICLE;;;[42.976629670552256, -87.94117751543632];3739 S 21ST ST
231;152820036;10/09/2015;08:01 AM;6.0;THEFT FROM MOTOR VEHICLE;;;[42.980085167638066, -87.94585759925536];3549 S 25TH ST
232;152820156;10/09/2015;04:33 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.004455742714526, -87.93437649567215];2208 S 17TH ST
233;152810021;10/08/2015;04:48 AM;6.0;THEFT FROM MOTOR VEHICLE;;;[42.94689336663973, -87.94524101543632];5375 S 24TH ST
234;152810124;10/08/2015;07:00 PM;6.0;THEFT FROM MOTOR VEHICLE;;;[42.98606113627446, -87.93375647013696];3218 S 16TH ST
235;152810128;10/08/2015;04:49 PM;6.0;THEFT FROM MOTOR VEHICLE;;;[42.96802447489747, -87.9462309970858];2514 W LEROY AV
236;152800008;10/07/2015;12:55 AM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[42.98105754674262, -87.93087227699232];1417 W MORGAN AV
237;152800039;10/07/2015;09:38 AM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[42.96051841326678, -87.9169749606159];4620 S 5TH ST
238;152800062;10/07/2015;11:18 AM;6.0;THEFT FROM MOTOR VEHICLE;;;[42.94693686652417, -87.91358970373354];200 W GRANGE AV
239;152800112;10/07/2015;02:38 PM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[42.98166089699976, -87.91838552407336];501 W HOLT AV
240;152790095;10/06/2015;01:22 PM;6.0;THEFT FROM BUILDING;;;[42.95915049120012, -87.9241410062324];909 W LAYTON AV
241;152780068;10/05/2015;11:13 AM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[42.98839754342441, -87.93937311226844];2025 W OKLAHOMA AV
242;152760105;10/03/2015;07:22 PM;6.0;THEFT FROM MOTOR VEHICLE;;;[42.98322541326678, -87.932684930175];3366 S 15TH PL #LWR
243;152750049;10/02/2015;07:51 AM;2.0;THEFT FROM MOTOR VEHICLE;;;[43.00339477990653, -87.93338052986304];2259 S 16TH ST
244;152740025;10/01/2015;06:25 AM;6.0;THEFT FROM MOTOR VEHICLE;;;[42.96530666472387, -87.90080297013695];4350 S TAYLOR AV
245;152740092;10/01/2015;03:30 PM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[42.953869939754284, -87.9390915588598];4965 S 20TH ST
246;153030012;10/30/2015;03:23 AM;6.0;THEFT FROM MOTOR VEHICLE;;;[42.98610600000001, -87.90942341517136];3212 S CHASE AV
247;153030058;10/30/2015;11:32 AM;6.0;THEFT FROM COIN-OPPERATED MACHINES;;;[42.99065958090483, -87.92871242627986];2956 S 13TH ST
248;153030059;10/30/2015;11:32 AM;6.0;THEFT FROM COIN-OPPERATED MACHINES;;;[42.99065958090483, -87.92871242627986];2956 S 13TH ST
249;153020149;10/29/2015;11:24 AM;2.0;THEFT FROM MOTOR VEHICLE;;;[43.004025586733235, -87.91785909867843];2223 S 5TH PL
250;153010023;10/28/2015;06:06 AM;6.0;THEFT FROM MOTOR VEHICLE;;;[42.97829153952926, -87.90742358381902];301 E WILBUR AV
251;153010051;10/28/2015;10:38 AM;6.0;THEFT FROM MOTOR VEHICLE;;;[43.00087323980034, -87.90698802986304];2405 S AUSTIN ST
252;153000064;10/27/2015;12:53 PM;6.0;THEFT FROM BUILDING;;;[42.98252111026811, -87.90729588973188];250 E HOLT AV
253;152960058;10/23/2015;11:25 AM;6.0;THEFT FROM MOTOR VEHICLE;;;[42.990542612268456, -87.89202057372015];2963 S NEVADA ST
254;152960167;10/23/2015;09:14 PM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[42.99319858673323, -87.92749152264969];2819 S 12TH ST
255;152950036;10/22/2015;09:29 AM;6.0;THEFT FROM MOTOR VEHICLE;;;[42.99946482765875, -87.90130698040872];2486 S KINNICKINNIC AV
256;152940030;10/21/2015;06:58 AM;6.0;THEFT FROM MOTOR VEHICLE;;;[42.99884103136361, -87.89939544460172];2528 S WILLIAMS ST
257;152940030;10/21/2015;06:58 AM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[42.99884103136361, -87.89939544460172];2528 S WILLIAMS ST
258;152940051;10/21/2015;09:05 AM;6.0;THEFT FROM MOTOR VEHICLE;;;[43.00289154674263, -87.90270177407812];467 E LINCOLN AV
259;152940063;10/21/2015;09:44 AM;6.0;THEFT FROM MOTOR VEHICLE;;;[43.00119058673323, -87.90079247735031];2374 S WOODWARD ST
260;152940070;10/21/2015;11:38 AM;6.0;THEFT FROM MOTOR VEHICLE;;;[43.00172753952926, -87.9019714859773];537 E LINUS ST
261;152940203;10/21/2015;03:53 PM;6.0;THEFT FROM BUILDING;;;[42.99506899417162, -87.90806242296163];2702 S BURRELL ST
262;152930073;10/20/2015;11:56 AM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[42.973780490478035, -87.9068910693923];324 E HOWARD AV
263;152920112;10/19/2015;04:50 PM;6.0;THEFT FROM BUILDING;;;[42.98570320901366, -87.88646708840666];1818 E FERNWOOD AV
264;152890031;10/16/2015;07:49 AM;6.0;THEFT FROM MOTOR VEHICLE;;;[42.99559748124545, -87.90203233236194];527 E RUSSELL AV
265;152890045;10/16/2015;09:26 AM;6.0;THEFT FROM MOTOR VEHICLE;;;[43.00000447403208, -87.9054612485429];349 E WILSON ST
266;152890069;10/16/2015;12:42 PM;6.0;THEFT FROM MOTOR VEHICLE;;;[42.9991865323159, -87.90647277407813];313 E CLARENCE ST
267;152890072;10/16/2015;12:47 PM;6.0;THEFT FROM MOTOR VEHICLE;;;[42.99708461289691, -87.89898473358355];2631 S KINNICKINNIC AV
268;152890081;10/16/2015;02:34 PM;6.0;THEFT FROM MOTOR VEHICLE;;;[43.00060567055226, -87.90481954818492];2417 S HOWELL AV
269;152860032;10/13/2015;07:33 AM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[42.99255108964741, -87.92261951543632];2851 S 9TH ST
270;152840125;10/11/2015;02:49 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[42.997677129462076, -87.91709562946207];500 W HARRISON AV
271;152840183;10/11/2015;06:38 PM;6.0;THEFT FROM BUILDING;;;[42.99264092200934, -87.92020857372015];2845 S 7TH ST
272;152830054;10/10/2015;10:27 AM;6.0;THEFT FROM BUILDING;;;[42.98249411023394, -87.9135901237979];250 W HOLT AV
273;152810049;10/08/2015;10:48 AM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[42.98829651327194, -87.92575394892954];1016 W OKLAHOMA AV
274;152790071;10/06/2015;11:34 AM;6.0;THEFT FROM MOTOR VEHICLE;;;[42.988262367866035, -87.9027854356703];3100 S ADAMS AV
275;152780033;10/05/2015;08:18 AM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[42.99771625145709, -87.90595804818491];2561 S BRISBANE AV
276;152780116;10/05/2015;04:06 PM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[42.98568286372554, -87.92522157372014];3233 S 10TH ST
277;152770073;10/04/2015;11:29 AM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[42.9845158698424, -87.88249119983838];2200 E OHIO AV
278;152770115;10/04/2015;04:11 PM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[42.986645413266785, -87.92880242627986];3170 S 13TH ST
279;152770126;10/04/2015;05:14 PM;6.0;THEFT FROM BUILDING;;;[42.99026316180968, -87.92624491185313];2974 S 11TH ST
280;152980092;10/04/2015;06:26 PM;6.0;THEFT FROM BUILDING;;;[42.97714141326679, -87.89571295181507];3704 S HERMAN ST
281;152760033;10/03/2015;09:41 AM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[42.98333352844941, -87.92893751543632];3359 S 13TH ST
282;152750012;10/02/2015;04:42 AM;6.0;THEFT FROM MOTOR VEHICLE;;;[42.98623141326678, -87.9081129190665];3208 S BURRELL ST
283;152750022;10/02/2015;07:51 AM;6.0;THEFT FROM MOTOR VEHICLE;;;[42.98770816763806, -87.90287907372014];3121 S ADAMS AV
284;152750035;10/02/2015;09:12 AM;6.0;THEFT FROM MOTOR VEHICLE;;;[42.986123832361926, -87.89928647013694];3214 S PINE AV
285;152750039;10/02/2015;09:31 AM;6.0;THEFT FROM MOTOR VEHICLE;;;[42.98619616763807, -87.90288757703836];3209 S ADAMS AV
286;152750041;10/02/2015;07:35 AM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[42.99485483819032, -87.92622005539828];2727 S 11TH ST
287;152740158;10/01/2015;09:00 PM;2.0;THEFT FROM BUILDING;;;[42.997686129473486, -87.91925534120291];628 W HARRISON AV #4
288;153040031;10/31/2015;04:54 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.06938383819033, -87.95860910646873];2767 N 36TH ST
289;153040121;10/31/2015;09:11 AM;3.0;THEFT FROM MOTOR VEHICLE;;;[43.06041249567216, -87.93191020038664];1515 W NORTH AV
290;153040132;10/31/2015;06:43 PM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.038835457152516, -87.958521];3522 W WISCONSIN AV
291;153030019;10/30/2015;06:59 AM;3.0;THEFT FROM MOTOR VEHICLE;;;[43.053829558328125, -87.92622575747318];1131 W VINE ST
292;153030028;10/30/2015;08:45 AM;3.0;THEFT FROM MOTOR VEHICLE;;;[43.06678272300769, -87.93250237910455];2638 N 16TH ST
293;153020072;10/29/2015;02:35 PM;3.0;THEFT FROM MOTOR VEHICLE;;;[43.057863838190315, -87.95760755539827];2115 N 35TH ST
294;153010033;10/28/2015;08:20 AM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.06844741909515, -87.93564162479058];2729 N 18TH ST
295;153010064;10/28/2015;10:21 AM;3.0;THEFT FROM MOTOR VEHICLE;;;[43.061733031363616, -87.9575475976679];2355 N 35TH ST
296;153020006;10/28/2015;05:24 PM;3.0;THEFT FROM BUILDING;;;[43.05194958090485, -87.94026808093349];1623 N 22ND ST
297;153000095;10/27/2015;04:16 PM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.05841124562872, -87.96461288631792];2144 N 41ST ST
298;153000098;10/27/2015;03:23 PM;3.0;THEFT FROM MOTOR VEHICLE;;;[43.06757778968321, -87.92687070284109];1201 W CENTER ST
299;153000110;10/27/2015;05:12 PM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.06247021244846, -87.92943588273783];1369 W MEINECKE AV
300;153000160;10/27/2015;07:28 PM;3.0;THEFT FROM MOTOR VEHICLE;;;[43.06394674689813, -87.94507148692959];2500 W MEDFORD AV
301;152990056;10/26/2015;12:00 PM;3.0;THEFT FROM BUILDING;;;[43.059563999999995, -87.9623416392173];2215 N 39TH ST
302;152990058;10/26/2015;12:10 PM;3.0;THEFT FROM BUILDING;;;[43.06567441326678, -87.93868589742641];2572 N 21ST ST
303;152990094;10/26/2015;02:43 PM;3.0;THEFT FROM MOTOR VEHICLE;;;[43.064138785993876, -87.95020547602385];2941 W WRIGHT ST
304;152990117;10/26/2015;05:14 PM;3.0;THEFT FROM MOTOR VEHICLE;;;[43.051399394973565, -87.94656419663573];2602 W GALENA ST
305;152990125;10/26/2015;05:44 PM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.06583669608747, -87.97373959925535];2573 N 48TH ST
306;152970090;10/24/2015;03:57 PM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.05549552844943, -87.9377311392173];1931 N 20TH ST
307;152960035;10/23/2015;08:08 AM;3.0;THEFT FROM MOTOR VEHICLE;;;[43.05326483819033, -87.95530005150313];1721 N 33RD ST
308;152960037;10/23/2015;08:59 AM;3.0;THEFT FROM MOTOR VEHICLE;;;[43.06259713627446, -87.96581440795799];2400 N GRANT BL
309;152960044;10/23/2015;07:19 AM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.06893244463038, -87.94119912479059];2749 N 23RD ST
310;152960189;10/23/2015;11:29 PM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.060547790558545, -87.95555844763963];3331 W NORTH AV
311;152950038;10/22/2015;10:05 AM;3.0;THEFT FROM MOTOR VEHICLE;;;[43.05793544936224, -87.93183966180968];1510 W LLOYD ST
312;152950106;10/22/2015;04:24 PM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.06547716763808, -87.92764162089544];2567 N 13TH ST
313;152940041;10/21/2015;08:17 AM;7.0;THEFT FROM MOTOR VEHICLE;;;[43.07071483236194, -87.95508638631792];2846 N 33RD ST
314;152940044;10/21/2015;08:11 AM;3.0;THEFT FROM BUILDING;;;[43.04879646768411, -87.9615897485429];3824 W VLIET ST
315;152940054;10/21/2015;09:08 AM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.06337966307908, -87.94436490311055];2480 W MEDFORD AV
316;152930047;10/20/2015;09:34 AM;3.0;THEFT FROM MOTOR VEHICLE;;;[43.06529669608747, -87.936288069825];2557 N 19TH ST
317;152930122;10/20/2015;04:35 PM;3.0;THEFT FROM MOTOR VEHICLE;;;[43.05509654342441, -87.95308033236194];3111 W VINE ST
318;152930191;10/20/2015;11:32 PM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.059260460470746, -87.96940158090484];4414 W GARFIELD AV
319;152920054;10/19/2015;12:41 PM;3.0;THEFT FROM MOTOR VEHICLE;;;[43.04826058673322, -87.95882244460172];1350 N 36TH ST
320;152910038;10/18/2015;10:20 AM;3.0;THEFT FROM BUILDING;;;[43.063937413266785, -87.97494438963614];2472 N 49TH ST
321;152910078;10/18/2015;04:18 PM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.05344518264171, -87.92916551786051];1300 W FOND DU LAC AV
322;152880027;10/15/2015;06:07 AM;3.0;THEFT FROM MOTOR VEHICLE;;;[43.06443316763807, -87.92765157372014];2517 N 13TH ST
323;152880096;10/15/2015;03:23 PM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.052800493219316, -87.94827963918864];2718 W WALNUT ST
324;152870099;10/14/2015;02:24 PM;3.0;THEFT FROM MOTOR VEHICLE;;;[43.064378664723876, -87.9610149190665];2502 N 38TH ST
325;152860100;10/13/2015;03:13 PM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.057664497085824, -87.94502438631791];2062 N 25TH ST
326;152850033;10/12/2015;07:28 AM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.06700716763805, -87.93256812479058];2649 N 16TH ST
327;152850043;10/12/2015;08:02 AM;5.0;THEFT FROM MOTOR VEHICLE;;;[43.069609505049904, -87.93931330252754];2121 W HADLEY ST
328;152850103;10/12/2015;10:38 AM;3.0;THEFT FROM BUILDING;;;[43.06154369608748, -87.92411764311245];2353 N 10TH ST
329;152850196;10/12/2015;10:31 PM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.06446930391252, -87.97493441517136];2508 N 49TH ST
330;152840119;10/11/2015;12:20 PM;3.0;THEFT FROM MOTOR VEHICLE;;;[43.06498241909517, -87.9574996392173];2531 N 35TH ST
331;152830042;10/10/2015;06:55 AM;3.0;THEFT FROM BUILDING;;;[43.06401246047074, -87.927111];1204 W WRIGHT ST
332;152820065;10/09/2015;08:10 AM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.05206741909515, -87.95994489353127];1622 N 37TH ST #LWR
333;152820100;10/09/2015;01:03 PM;3.0;THEFT FROM MOTOR VEHICLE;;;[43.06588446047076, -87.93077383236194];1422 W CLARKE ST #LWR
334;152820112;10/09/2015;04:18 PM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.060542875567656, -87.96640109979023];4221 W NORTH AV
335;152820125;10/09/2015;05:29 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.0709217485429, -87.95099588631791];2852 N 30TH ST
336;152820145;10/09/2015;06:44 PM;3.0;THEFT FROM MOTOR VEHICLE;;;[43.0582322514571, -87.95637163200395];2111 N 34TH ST
337;152820181;10/09/2015;09:59 PM;3.0;THEFT FROM BUILDING;;;[43.061363832361934, -87.96881491185313];2330 N 44TH ST
338;152810053;10/08/2015;11:21 AM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.0650174446304, -87.92269811036385];2547 N 9TH ST
339;152810098;10/08/2015;04:28 PM;3.0;THEFT FROM MOTOR VEHICLE;;;[43.0646124446304, -87.95629963200395];2515 N 34TH ST
340;152800049;10/07/2015;10:26 AM;3.0;THEFT FROM BUILDING;;;[43.052712504327836, -87.93619272300768];1834 W WALNUT ST
341;152800093;10/07/2015;03:02 PM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.06795254674262, -87.97602166763807];4933 W CENTER ST
342;152800116;10/07/2015;05:29 PM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.058951580904846, -87.96578591517137];2172 N 42ND ST
343;152790111;10/06/2015;03:09 PM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.04278783236194, -87.95764390074464];950 N 35TH ST
344;152790144;10/06/2015;06:09 PM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.06702558673322, -87.97000057703836];2645 N 45TH ST
345;152790178;10/06/2015;09:44 PM;3.0;THEFT FROM BUILDING;;;[43.06504558673322, -87.94870813200394];2535 N 28TH ST
346;152780042;10/05/2015;09:07 AM;3.0;THEFT FROM MOTOR VEHICLE;;;[43.04280554954124, -87.9595859112762];954 N 37TH ST
347;152770042;10/04/2015;06:29 AM;3.0;THEFT FROM MOTOR VEHICLE;TRESPASSING;;[43.0444655350572, -87.96193148167814];3939 W HIGHLAND BL
348;152770113;10/04/2015;03:30 PM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.05771941909515, -87.9599881392173];2109 N 37TH ST
349;152750026;10/02/2015;08:20 AM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.068815413266776, -87.92257486078269];2752 N 9TH ST
350;152750096;10/02/2015;03:56 PM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.05538287289647, -87.9600245375239];1929 N 37TH ST
351;152750099;10/02/2015;04:12 PM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.05541500000001, -87.93367337795071];1942 N 17TH ST
