Incident Number;Date;Time;Police District;Offense 1;Offense 2;Offense 3;Location;Address
63650113;12/31/2006;02:19 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.00684233527613, -87.91778856982499];2067 S 5TH PL
63640043;12/30/2006;04:25 AM;6.0;THEFT FROM MOTOR VEHICLE;;;[43.017534167638075, -87.93557854097155];1323 S 18TH ST
63640073;12/30/2006;09:15 AM;2.0;THEFT FROM MOTOR VEHICLE;;;[43.026106673290094, -87.9111160103699];515 S 1ST ST
63630003;12/29/2006;12:15 AM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.02112554674261, -87.93012133236194];1425 W MINERAL ST
63630111;12/29/2006;02:41 PM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.01451443378167, -87.93562948678536];1570 S MUSKEGO AV
63630128;12/29/2006;03:55 PM;2.0;THEFT FROM MOTOR VEHICLE;;;[43.02267539579942, -87.91681615174208];818 S 5TH ST
63630131;12/29/2006;04:04 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.00626742492355, -87.93111051875455];2103 S 15TH ST
63620121;12/28/2006;03:00 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.02008453231589, -87.93219166763807];1553 W WASHINGTON ST
63620127;12/28/2006;01:33 PM;2.0;THEFT FROM MOTOR VEHICLE;;;[43.01105548600597, -87.92502397446478];1026 W MAPLE ST
63610102;12/27/2006;12:51 PM;2.0;THEFT FROM MOTOR VEHICLE;;;[43.02881196241675, -87.90737622535399];278 S WATER ST
63610132;12/27/2006;02:55 PM;2.0;THEFT FROM MOTOR VEHICLE;;;[43.02809390747673, -87.9069223308753];319 S WATER ST
63610196;12/27/2006;07:27 PM;2.0;THEFT FROM MOTOR VEHICLE;;;[43.02221646047074, -87.93186316763806];1542 W WALKER ST
63600029;12/26/2006;05:08 AM;2.0;THEFT FROM MOTOR VEHICLE;;;[43.00965894754458, -87.92823004097156];1919 S 13TH ST
63600124;12/26/2006;01:35 PM;2.0;THEFT FROM MOTOR VEHICLE;;;[42.99774417346646, -87.92617955539828];2565 S 11TH ST
63600178;12/26/2006;05:52 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.022221478792595, -87.92324405398465];920 W WALKER ST
63580012;12/24/2006;12:31 AM;2.0;THEFT FROM MOTOR VEHICLE;;;[43.02252799417161, -87.91122445181507];828 S 1ST ST
63570105;12/23/2006;12:22 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.010998513994025, -87.92054158673322];717 W MAPLE ST
63570145;12/23/2006;01:03 PM;2.0;THEFT FROM MOTOR VEHICLE;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;[43.01640757507647, -87.91113648456367];1428 S 1ST ST
63570147;12/23/2006;03:25 PM;2.0;THEFT FROM MOTOR VEHICLE;;;[43.01333614336183, -87.91682734835355];1631 S 5TH ST
63570159;12/23/2006;04:00 PM;2.0;THEFT FROM MOTOR VEHICLE;;;[43.0011574197361, -87.92732018069317];1201 W HAYES AV
63570179;12/23/2006;04:51 PM;2.0;THEFT FROM BUILDING;;;[42.999200550637774, -87.93223258673322];1531 W ARTHUR AV
63570185;12/23/2006;06:46 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.020110495672164, -87.93033341909516];1433 W WASHINGTON ST
63560153;12/22/2006;03:23 PM;2.0;THEFT FROM MOTOR VEHICLE;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;[43.00923465889551, -87.92956249177702];1940 S 14TH ST
63560159;12/22/2006;07:30 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.00987266498369, -87.92214103217167];839 W WINDLAKE AV
63560194;12/22/2006;11:08 PM;2.0;THEFT FROM MOTOR VEHICLE;;;[43.02331816196853, -87.91272166196852];200 W NATIONAL AV
63550027;12/21/2006;07:23 AM;2.0;THEFT FROM MOTOR VEHICLE;;;[43.02831047013695, -87.91172417485141];133 W OREGON ST
63550099;12/21/2006;01:07 PM;2.0;THEFT FROM MOTOR VEHICLE;;;[43.019559000000015, -87.93189059536022];1123 S 15TH PL
63550103;12/21/2006;01:35 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[42.998632826533566, -87.92607497013695];2520 S 11TH ST
63550108;12/21/2006;02:16 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.01021026795259, -87.92826369474783];1300 W BURNHAM ST
63550168;12/21/2006;05:50 PM;2.0;THEFT FROM MOTOR VEHICLE;;;[43.01042316180968, -87.922713407958];1822 S 9TH ST
63550175;12/21/2006;06:13 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.013429474897485, -87.93250297446477];1562 W ODELL ST #A
63540066;12/20/2006;11:50 AM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.0155352142651, -87.92394551731225];1518 S 10TH ST
63530062;12/19/2006;09:49 AM;2.0;THEFT FROM MOTOR VEHICLE;;;[43.01205081599425, -87.91983984437815];1710 S 7TH ST
63530096;12/19/2006;12:30 PM;2.0;THEFT FROM MOTOR VEHICLE;;;[43.02212848788189, -87.91311307660567];201 W WALKER ST
63530140;12/19/2006;04:15 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.01514945045878, -87.91848057372015];1539 S 6TH ST
63520055;12/18/2006;10:32 AM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.005078, -87.91879161368207];2163 S 6TH ST
63520173;12/18/2006;07:36 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.00725750874258, -87.91871898990111];2045 S 6TH ST
63520205;12/18/2006;11:18 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.02018664820439, -87.92538866202001];1100 W WASHINGTON ST
63510096;12/17/2006;11:07 AM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.010350396618364, -87.9216838729008];810 W WINDLAKE AV
63510165;12/17/2006;07:10 PM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;[43.01280100848759, -87.93753821251966];1681 S MUSKEGO AV
